OBJECTID,GEOL_CODE_INT,GEOL_CODE,GERMAN,TREE_LEVEL,PARENT_REF
3072,15200590,Vlit500590,Loorenkopf-Nagelfluh,5.0,15200276.0
119,15200333,Vlit500333,Bois-Genoud-Bentonit,5.0,15200332.0
394,15200223,Vlit500223,Bärhalde-Granit,2.0,15200220.0
669,15202220,Vlit502220,Pesciora-Gruppe,1.0,0.0
1329,15200535,Vlit500535,Bumbach-Nagelfluh,5.0,15200534.0
793,15203066,Vlit503066,Griggeli-Formation,2.0,15203272.0
153,15200362,Vlit500362,UMM-J,3.0,15200348.0
26,15200279,Vlit500279,Falätschen-Mergel,5.0,15200280.0
1310,15200516,Vlit500516,Gstaldenbach-Member,5.0,15200515.0
1188,15202309,Vlit502309,Surbrunnen-Flysch,3.0,15202308.0
809,15203082,Vlit503082,Dorfflüe-Formation,2.0,15203269.0
1273,15200479,Vlit500479,Ornatenton-Formation,3.0,15200055.0
995,15204015,Vlit504015,Err-Brekzie,2.0,15204010.0
54,15200386,Vlit500386,Montchaibeux-Member,5.0,15200301.0
208,15200101,Vlit500101,Pierre-Châtel-Formation,3.0,15200097.0
388,15200158,Vlit500158,Weitenau-Formation,2.0,15200221.0
313,15200202,Vlit500202,Parkinsoni-Schichten,4.0,15200120.0
3170,15203302,Vlit503302,«Arblatsch-Konglomerat»,3.0,15203300.0
376,15200139,Vlit500139,Kaiseraugst-Formation,3.0,15200129.0
150,15200359,Vlit500359,Rietbad-Subformation,4.0,15200353.0
255,15200030,Vlit500030,Hauptmumienbank-Member,6.0,15200004.0
3064,15200582,Vlit500582,Psilonotenton-Formation,3.0,15200056.0
303,15200178,Vlit500178,Homomya-Mergel,5.0,15200380.0
1172,15203288,Vlit503288,Voirons-Sandstein,2.0,15203285.0
3098,15202381,Vlit502381,Hurst-Mergel,3.0,15202075.0
527,15202082,Vlit502082,Gemsmättli-Bank,3.0,15202079.0
752,15203026,Vlit503026,Pissot-Member,3.0,15203022.0
671,15202271,Vlit502271,Prosa-Granit,3.0,15202221.0
1147,15203263,Vlit503263,Hauta-Crêtaz-Formation,2.0,15203257.0
289,15200051,Vlit500051,Schelmenloch-Member,4.0,15200007.0
1051,15204071,Vlit504071,Punt-la-Drossa-Member,2.0,15204070.0
1011,15204031,Vlit504031,Murtèr-Plattenkalk,2.0,15204030.0
1162,15203278,Vlit503278,Balmi-Member,3.0,15203277.0
1156,15203272,Vlit503272,Dogger der Klippen-Decke,1.0,0.0
1159,15203275,Vlit503275,Lias der Klippen-Decke,1.0,0.0
