OBJECTID,UUID,OPERATOR,DATEOFCREATION,DATEOFCHANGE,CREATION_YEAR,CREATION_MONTH,REVISION_YEAR,REVISION_MONTH,REASONFORCHANGE,OBJECTORIGIN,OBJECTORIGIN_YEAR,OBJECTORIGIN_MONTH,RC_ID,WU_ID,RC_ID_CREATION,WU_ID_CREATION,REVISION_QUALITY,ORIGINAL_ORIGIN,INTEGRATION_OBJECT_UUID,TREE_LEVEL,DESCRIPTION,GEOLCODE
521,{2CE1986B-598E-4B5F-BBDA-89938E6DC56E},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Käppelihof-Schotter,15201166
522,{7744B5BE-3722-40EB-9E3B-E513C16FD0F0},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Aarburg-Schotter,15201167
523,{F0AB65BF-F6F3-4C0F-A6D7-A7A2CAB8C189},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Tuileries-Formation,15201168
524,{5A296D10-0DFB-45E8-B07A-B4C27978C99E},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Grandson-Formation,15201169
525,{E6EBFF13-A322-4732-87E8-59E92B7CDB98},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Poissine-Formation,15201170
526,{61DA0B9D-19C2-4B0B-BBA7-BA6B5B63F376},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Beringen-Eiszeit,15201053
527,{623AEBBA-4CE2-43B2-B660-033D39B787F4},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Surbtal-Lehm,15201171
528,{AFCB0D01-222E-4599-A8C4-DBA2038A846A},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Surbtal-Till,15201172
529,{E8FB4DEB-D2E7-423A-9D44-28C82A14B537},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Surbtal-Schotter,15201173
530,{A7278120-C82C-4410-B5FE-6C99D9FE0ED2},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Fislisbach-Schotter,15201174
531,{4373F929-F335-4B95-82DE-771CB611D9D2},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Entfelden-Schotter,15201054
532,{AB0F0992-F9A7-4F3E-A51A-BBF60E1044BE},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Aarau-Schotter,15201055
533,{95CA3418-DBCA-45D1-B09C-7AE087B7B011},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Suhr-Schotter,15201056
534,{80F3F1B3-ED78-4D36-BC55-5A983D05D7B6},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Veltheim-Schotter,15201057
535,{1583392D-F0D2-4FF0-B584-02C11FB45A52},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Stüsslingen-Schotter,15201058
536,{17253487-DE29-43C3-B602-8D173B21416D},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Langwiesen-Vergletscherung,15201059
537,{9CBC4982-094B-437C-B40C-C0741B33D503},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,4.0,Langwiesen-Vorstoss,15201060
538,{6B168CF8-03AE-4755-B4B6-7C6A36922677},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,5.0,Schaffhausen-Schotter,15201061
539,{760A06C1-FE9F-461C-A095-0527CC8B72BE},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,4.0,Reuenthal-Vorstoss,15201062
540,{52E2349B-30ED-44EF-951A-13A1D36C75DD},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,5.0,Lupfig-Schotter,15201063
4848,{2FA87612-D7CD-43CE-9414-56CAAFCE0179},,2020-09-20 00:28:03.000000,2020-09-20 00:28:03.000000,,,,,,,,,,,,,,,,6.0,Bommerstein-Fm.: Glockhaus-Mb.: Grenzquarzit,15202525
4849,{7E74FB87-FF4B-4CB3-A9EC-3A6741B7EC41},,2020-09-20 00:28:05.000000,2020-09-20 00:28:05.000000,,,,,,,,,,,,,,,,4.0,Telltistock-Granit,15202526
5168,{DD31878E-E4C5-4728-897D-5A12A630B6E0},,2022-01-15 00:35:30.000000,2022-01-15 00:35:30.000000,,,,,,,,,,,,,,,,3.0,Öhrli-Fm.: von Siderolithikum durchsetzt,15202527
5169,{F99C64CD-DF0B-480F-9C7B-FD327F56CB3E},,2022-01-15 00:35:30.000000,2022-01-15 00:35:30.000000,,,,,,,,,,,,,,,,3.0,Zentraler-Aare-Granit: Beesten-Varietät,15202528
5170,{BF9D57DE-052E-497D-8F62-5DD9AD1A4E7D},,2022-01-15 00:35:31.000001,2022-01-15 00:35:31.000001,,,,,,,,,,,,,,,,3.0,Diechtergletscher-Fm.: Garwiidi-Diorit,15202529
5171,{48DEE333-1EF3-4575-8F7E-735740C9CA89},,2022-01-15 00:35:32.000000,2022-01-15 00:35:32.000000,,,,,,,,,,,,,,,,2.0,Alp-Crap-Ner-Granit,15202530
5172,{34BE03DB-9D0C-428C-856A-098E11B467D5},,2022-01-15 00:35:33.000000,2022-01-15 00:35:33.000000,,,,,,,,,,,,,,,,3.0,Innertkirchen-Migmatit: Permisch verwittert,15202531
5173,{96534E76-DDFC-4C54-8EBE-33CF18D22D34},,2022-01-15 00:35:34.000000,2022-01-15 00:35:34.000000,,,,,,,,,,,,,,,,3.0,Erstfeld-Gneiskomplex: Permisch verwittert,15202532
5174,{59895743-9C5A-4274-B828-BCF882D9B188},,2022-01-15 00:35:35.000000,2022-01-15 00:35:35.000000,,,,,,,,,,,,,,,,5.0,Martinsmad-Fm.: Supraquarzitischer Flysch: Suren-Flysch,15202533
5175,{5D84E594-4C84-473C-A32B-CC27C4F182EC},,2022-01-15 00:35:36.000000,2022-01-15 00:35:36.000000,,,,,,,,,,,,,,,,4.0,Stad-Fm.: Spirstock-Mb.: Obere Sandsteine,15202534
5176,{94293F64-48C2-4C9B-8F16-4BA100B4F430},,2022-01-15 00:35:36.000000,2022-01-15 00:35:36.000000,,,,,,,,,,,,,,,,4.0,Stad-Fm.: Spirstock-Mb.: Blockmergel,15202535
5177,{09854BA1-377F-43E7-B5F6-BB4DEBEC9F94},,2022-01-15 00:35:37.000000,2022-01-15 00:35:37.000000,,,,,,,,,,,,,,,,4.0,Stad-Fm.: Spirstock-Mb.: Untere Sandsteine,15202536
5178,{B3FA6BF4-B0EE-44EA-8086-07AD81BE8E88},,2022-01-15 00:35:38.000000,2022-01-15 00:35:38.000000,,,,,,,,,,,,,,,,6.0,Helvetischer Kieselkalk: Ringgenberg-Sch.,15202537
5179,{16CBB79B-097C-4832-83DE-BD90C00C15C7},,2022-01-15 00:35:39.000001,2022-01-15 00:35:39.000001,,,,,,,,,,,,,,,,4.0,Quinten-Fm.: Brekziöse Fazies,15202538
5491,{252D2837-E928-44BB-AE39-C802AFF05D6A},,2022-05-25 14:43:13.000000,2022-05-25 14:43:13.000000,,,,,,,,,,,,,,,,1.0,Schattwald-Mergelkalk,15202539
5492,{21C0AFCD-B64D-4170-B5D5-E74D0C448C5B},,2022-05-25 14:43:14.000000,2022-05-25 14:43:14.000000,,,,,,,,,,,,,,,,3.0,Elm- und Matt-Fm.,15202540
5493,{5FEB79D7-B08D-40C4-9079-CBC298201BC9},,2022-05-25 14:43:16.000000,2022-05-25 14:43:16.000000,,,,,,,,,,,,,,,,4.0,Elm- und Matt-Fm.: Quarzsandstein,15202541
1058,{E66A075B-6DE9-4267-A154-114BB92BF01D},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Perrières-Fm.,15203141
1060,{C918261F-BA1A-4BA7-897D-7509597509F1},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Rhenodanubischer Flysch,15203142
1061,{B8523783-77FB-4394-954E-48A143E064A8},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Vorarlberg-Flysch,15203143
1062,{CA77D17A-91B2-4A97-9904-053F2D4C3069},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Fanola-Fm.,15203144
1063,{DD9DAFFC-29D6-44C4-B0A1-5EF5B6EE5345},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Planknerbrücke-Fm.,15203145
1064,{09BB26F2-2B28-498E-8686-7C2B0723A415},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Planken-Fm.,15203146
1065,{8A976C18-8C2D-40E0-AF3E-A1E8BEEF6C4E},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Reiselsberg-Fm.,15203147
1066,{DC350CAB-4A56-4558-B722-62041FA959E9},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,4.0,Reiselsberg-Fm.: Basaler Teil,15203148
1067,{C6006441-C268-4D0F-9D53-2DDBB8A4BBAC},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Liechtenstein-Flysch,15203149
1068,{EF8C634D-4372-4B20-8928-53B0CD2EEB55},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Triesen-Fm.,15203150
1069,{2DB4132F-2A99-4C3E-9602-8BCC96A9ADF2},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Vaduz-Flysch,15203151
1070,{058DF475-E7F1-4C7D-A042-719BB46A7017},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,4.0,Eichholztobel-Fm.,15203152
1071,{FE32FC4A-0FCE-49D2-9EE2-BD4FEDFD371B},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,4.0,Schloss-Fm.,15203153
1072,{132A8EEB-EA98-44F6-AE48-3D31E6C5250F},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,4.0,Gaschlo-Fm.,15203154
1073,{A2FF5024-606D-4D73-86FE-82AE8142F77F},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Leimern-Sch.: Kalkige-Fazies,15203155
1074,{018E4A0B-BD3A-4809-98FE-6B66CD690DE6},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Pierre-Avoi-Melange,15203156
1075,{FD87DA25-0FE0-4C0E-9627-905005EBFF6D},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,St-Christophe-Fm.,15203157
1076,{25AC1E48-3422-48AA-B45C-7CF3E31AA2D2},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Marmontains-Fm.,15203158
1077,{F89BF568-F132-48BE-ABC7-1501CDA769BE},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Aroley-Fm.,15203159
1078,{26283FAC-ABA7-4975-8488-EF18AD4A2C74},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Ferret-Schiefer: Peula-Sch.,15203160
1079,{0E0F5951-091D-41AF-8F2C-F845AEC82504},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Versoyen-Sch.,15203161
1080,{701A18D7-4806-4942-839E-DD0AA5F1486E},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Prättigau-Schiefer,15203162
1081,{33E5CF4F-CEC9-48A4-AD4B-C22DDEDAB55E},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Ruchberg-Fm.,15203163
7421,{6CEB4446-D4F4-4C8F-9B60-52CAFCE28AE6},,2024-04-03 16:15:38.000001,2024-04-03 16:15:38.000001,,,,,,,,,,,,,,,,3.0,Le-Coin-Fm.,15200671
7422,{5E4BA790-89F0-40F8-96F6-B25954098262},,2024-04-03 16:15:38.000001,2024-04-03 16:15:38.000001,,,,,,,,,,,,,,,,3.0,"Bärschwil-, St-Ursanne- und Pichoux-Fm.",15200672
7423,{3A679081-27CB-4F15-B53B-256AACD41BD8},,2024-04-03 16:15:39.000000,2024-04-03 16:15:39.000000,,,,,,,,,,,,,,,,3.0,Passwang- bis Ifenthal-Fm.,15200673
7424,{981BB9E5-15AF-46BD-9065-05463F46D0AD},,2024-04-03 16:15:39.000000,2024-04-03 16:15:39.000000,,,,,,,,,,,,,,,,3.0,Calcaire à Entroques,15200674
7425,{1C8FD546-039D-40EA-9DC1-6A3B52447F7C},,2024-04-03 16:15:39.000000,2024-04-03 16:15:39.000000,,,,,,,,,,,,,,,,2.0,Staffelegg-Fm. und Opalinus-Ton,15200675
7426,{7214B18F-6B47-4670-B217-57C57A5D4146},,2024-04-03 16:15:40.000000,2024-04-03 16:15:40.000000,,,,,,,,,,,,,,,,4.0,Schafisheim-Syenit,15200676
7427,{C2F11202-7B96-420E-90F4-CFA7FC17614F},,2024-04-03 16:15:40.000000,2024-04-03 16:15:40.000000,,,,,,,,,,,,,,,,4.0,Pfaffnau-Granit,15200677
7428,{BF201DF2-BF4C-4B81-B54F-26AAF6BD23D0},,2024-04-03 16:15:41.000000,2024-04-03 16:15:41.000000,,,,,,,,,,,,,,,,4.0,Zurzach-Granit,15200678
7429,{66C4A1CE-FBCC-409C-B5F0-D6BE19D7F2DA},,2024-04-03 16:15:41.000000,2024-04-03 16:15:41.000000,,,,,,,,,,,,,,,,4.0,Siblingen-Granit,15200679
7435,{A09A8D72-40F8-49B7-8CAD-841463ACA07F},,2024-04-03 16:15:44.000000,2024-04-03 16:15:44.000000,,,,,,,,,,,,,,,,4.0,Lindau-Granit,15200680
7437,{FFF2BA52-BD5A-44C9-9F16-FD46952BBEB6},,2024-04-03 16:15:45.000000,2024-04-03 16:15:45.000000,,,,,,,,,,,,,,,,4.0,Kreuzlingen-Granit,15200681
7432,{5B9F2945-8076-4BA2-ACBD-45646BB93ABD},,2024-04-03 16:15:43.000000,2024-04-03 16:15:43.000000,,,,,,,,,,,,,,,,4.0,Schlächtenhaus-Schiefer,15200682
7433,{796D6131-61FD-45AD-B7C9-86C58C8152F4},,2024-04-03 16:15:43.000000,2024-04-03 16:15:43.000000,,,,,,,,,,,,,,,,4.0,Gersbach-Schiefer,15200683
7434,{8A2FE09D-4485-47EA-9870-1373E172E807},,2024-04-03 16:15:44.000000,2024-04-03 16:15:44.000000,,,,,,,,,,,,,,,,5.0,Herdern-Streifengneis,15200684
7738,{711C1726-B42F-4CAE-8073-939C41C010A5},,2024-07-18 13:35:47.000000,2024-07-18 13:35:47.000000,,,,,,,,,,,,,,,,4.0,Courgenay- Balsthal- und VilligenFm.,15200685
7739,{4DAC1097-4331-40C5-80D0-2B0511E9DA1B},,2024-07-18 13:35:48.000001,2024-07-18 13:35:48.000001,,,,,,,,,,,,,,,,4.0,Pichoux-Fm.: Korallenfazies,15200686
7740,{FF0F114D-FE9E-4D87-824B-16519E4D2E5F},,2024-07-18 13:35:48.000001,2024-07-18 13:35:48.000001,,,,,,,,,,,,,,,,4.0,Pichoux-Fm.: Schwammfazies,15200687
8258,{2A666849-9D67-4ACA-BA8E-7CF95AB4F55E},,2024-10-26 01:20:17.000000,2024-10-26 01:20:17.000000,,,,,,,,,,,,,,,,4.0,Kalter-Wangen-Fm.: Konglomerat-dominierte Fazies,15200688
8052,{BD1734FB-CB6F-41B9-B7AC-4F9BDE4E2FC9},,2024-10-26 01:18:35.000000,2024-10-26 01:18:35.000000,,,,,,,,,,,,,,,,4.0,Kalter-Wangen-Fm.: Sandstein-Mergelstein-dominierte Fazies,15200689
8260,{9BED2E12-05B9-4F0E-AC05-E7A833BAB669},,2024-10-26 01:20:18.000000,2024-10-26 01:20:18.000000,,,,,,,,,,,,,,,,5.0,Kalter-Wangen-Fm.: Heilsberg-Bentonit,15200690
8132,{0D74BDF3-54E4-4B2F-BFE6-F777D5F7B4C0},,2024-10-26 01:19:17.000000,2024-10-26 01:19:17.000000,,,,,,,,,,,,,,,,4.0,Seeb-Stadium,15201586
8133,{216D17DC-52A4-496E-A69B-668B1DF8F49A},,2024-10-26 01:19:17.000000,2024-10-26 01:19:17.000000,,,,,,,,,,,,,,,,4.0,Würenlos-Stadium,15201587
8134,{6093388F-47A8-4A58-BEDF-BD78CDFA034D},,2024-10-26 01:19:18.000000,2024-10-26 01:19:18.000000,,,,,,,,,,,,,,,,5.0,Würenlos-Stand-I,15201588
8135,{625F92BC-9D50-4A39-BBD3-3D564D3EDD22},,2024-10-26 01:19:18.000000,2024-10-26 01:19:18.000000,,,,,,,,,,,,,,,,5.0,Würenlos-Stand-II,15201589
8136,{DB59F94E-8946-4CCD-ADBA-AE3F081D895F},,2024-10-26 01:19:19.000000,2024-10-26 01:19:19.000000,,,,,,,,,,,,,,,,4.0,Bülach-Stadium,15201590
8137,{D6C824BD-649E-49D7-9E94-69B341802B59},,2024-10-26 01:19:19.000000,2024-10-26 01:19:19.000000,,,,,,,,,,,,,,,,5.0,Bülach-Stand-I,15201591
8138,{D653FF60-5C07-48B7-B44A-8319C2DA9B87},,2024-10-26 01:19:20.000000,2024-10-26 01:19:20.000000,,,,,,,,,,,,,,,,5.0,Bülach-Stand-II,15201592
8141,{BE432521-584E-4DF3-AF8E-5B47AED3BBF2},,2024-10-26 01:19:21.000001,2024-10-26 01:19:21.000001,,,,,,,,,,,,,,,,5.0,Stein-am-Rhein-Stand-II,15201595
8142,{6D16EB9E-72EF-48B1-ADC4-531E95A9DAAD},,2024-10-26 01:19:22.000000,2024-10-26 01:19:22.000000,,,,,,,,,,,,,,,,5.0,Stein-am-Rhein-Stand-III,15201596
8143,{0957EB15-FBE7-4F58-8FFE-14D2A29E933A},,2024-10-26 01:19:22.000000,2024-10-26 01:19:22.000000,,,,,,,,,,,,,,,,4.0,Zürich-Stadium,15201597
8145,{ABB31451-96FE-4847-8EB0-FD36CFC85BC6},,2024-10-26 01:19:23.000000,2024-10-26 01:19:23.000000,,,,,,,,,,,,,,,,5.0,Zürich-Stand-II,15201599
8147,{3A8C65DE-E072-410B-B7AB-DBF461E86D36},,2024-10-26 01:19:24.000000,2024-10-26 01:19:24.000000,,,,,,,,,,,,,,,,5.0,Bremgarten-I,15201601
8148,{84F6B768-EAD1-4AE0-B126-049FA73B40EC},,2024-10-26 01:19:24.000000,2024-10-26 01:19:24.000000,,,,,,,,,,,,,,,,5.0,Bremgarten-II,15201602
8150,{304E05DD-E861-45D3-9D64-16B2C43EFEB3},,2024-10-26 01:19:25.000000,2024-10-26 01:19:25.000000,,,,,,,,,,,,,,,,4.0,Feuerthalen-Stadium,15201604
8151,{B512BB27-3440-448F-A0CE-8108389E037F},,2024-10-26 01:19:26.000000,2024-10-26 01:19:26.000000,,,,,,,,,,,,,,,,5.0,Feuerthalen-Stand-I,15201605
8155,{CD614267-FC99-4621-A23E-1301958A8EF8},,2024-10-26 01:19:28.000000,2024-10-26 01:19:28.000000,,,,,,,,,,,,,,,,5.0,Hittnau-Seeablagerung,15201609
8156,{B176F25C-BBF6-432E-9583-8E965314D5F8},,2024-10-26 01:19:28.000000,2024-10-26 01:19:28.000000,,,,,,,,,,,,,,,,5.0,Russikon-Seeablagerung,15201610
8157,{699E5CF0-CB89-44B5-9D9B-EC213E486765},,2024-10-26 01:19:29.000000,2024-10-26 01:19:29.000000,,,,,,,,,,,,,,,,4.0,Stetten-Stadium,15201611
8158,{1BA96A51-B9AA-4BCE-8789-7E851EA97857},,2024-10-26 01:19:29.000000,2024-10-26 01:19:29.000000,,,,,,,,,,,,,,,,5.0,Stetten-Stand-I,15201612
8159,{E56D4F63-6710-4B54-9F56-3C42B9900219},,2024-10-26 01:19:30.000000,2024-10-26 01:19:30.000000,,,,,,,,,,,,,,,,5.0,Stetten-Stand-II,15201613
8160,{DA1A1B94-F162-4FED-AFAC-78C79971E957},,2024-10-26 01:19:30.000000,2024-10-26 01:19:30.000000,,,,,,,,,,,,,,,,4.0,Diessenhofen-Stadium,15201614
8161,{7667A76D-E9A5-4A88-91F3-C9DB3F11B94A},,2024-10-26 01:19:31.000000,2024-10-26 01:19:31.000000,,,,,,,,,,,,,,,,5.0,Mellingen-Stand,15201615
8162,{37A21508-89EB-4B81-9F59-1C53E408EDF9},,2024-10-26 01:19:31.000000,2024-10-26 01:19:31.000000,,,,,,,,,,,,,,,,5.0,Schaffhausen-Stadium,15201616
8163,{5EB11207-67AE-477C-AB6E-5E5B7F27C758},,2024-10-26 01:19:32.000001,2024-10-26 01:19:32.000001,,,,,,,,,,,,,,,,6.0,Schaffhausen-Stand-I,15201617
8164,{A1A30A92-C756-4EB1-B0B8-22BA7EA4AF75},,2024-10-26 01:19:32.000001,2024-10-26 01:19:32.000001,,,,,,,,,,,,,,,,6.0,Schaffhausen-Stand-II,15201618
8165,{08B70F8B-A257-4B4D-81FF-56617BCC630B},,2024-10-26 01:19:33.000000,2024-10-26 01:19:33.000000,,,,,,,,,,,,,,,,5.0,Killwangen-Stadium,15201619
8166,{40BDE998-CC1F-44D4-9D09-0D24F6843312},,2024-10-26 01:19:33.000000,2024-10-26 01:19:33.000000,,,,,,,,,,,,,,,,4.0,"Lottstetten-, Kohlschwärze- und Zelgli-Vorstoss",15201620
904,{B2219C59-1440-489F-96FB-65760F99D887},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Ausserbinn-Piz-Cavel-Zone,15202268
856,{5B61C019-1B77-4D9B-8CE6-33381BE0CE7C},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Prosa-Granit,15202271
857,{8239DC00-06DD-42DE-BF18-83ADE70BC8B4},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Val-Tremola-Granit,15202272
907,{01BCD107-2130-4ADB-A550-A7F1DF9A4920},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Leventina-Gneis,15202273
908,{5AB02A10-BBDC-456D-80FC-3A957FCD8C26},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Lucomagno-Decke: Prävariszischer Orthogneis,15202274
909,{6D4B2201-F610-48AE-85C9-ECF9B147D250},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Lucomagno-Decke: Prävariszischer Paragneis,15202275
765,{D63DEB14-AEAB-48F8-8201-CB2EF11AB771},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,4.0,Val-Stgira-Riffmarmor,15202276
766,{2A27CC10-EA74-46D1-92C3-A54372DF16F3},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Piz-Terri-Lunschania: Fossilmarmor,15202277
768,{C3292B57-1D43-455E-8D58-EE76D06476CE},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Piz-Terri-Lunschania: Trias,15202278
616,{627DE5A7-1701-4820-8809-818D54B64B5E},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Ultrahelvetischer Flysch,15202279
617,{5686A591-28D5-41EE-8867-9D71D060F9B7},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Sardona-Decke: Melange,15202280
618,{1FB514FB-F2C0-4813-AEED-8AE06B1FA29B},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Martinsmad-Fm.,15202281
619,{473DD76B-098D-40BB-8BFF-170178395F23},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,4.0,Martinsmad-Fm.: Supraquarzitischer Flysch,15202282
620,{178195BD-7335-4E5D-9189-BE9C77CF2757},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,4.0,Martinsmad-Fm.: Sardona-Mb.,15202283
621,{C42FBD4E-97D3-4F1A-9391-BDB3959B11C4},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,4.0,Martinsmad-Fm.: Infraquarzitischer Flysch,15202284
622,{3AAC9D5C-FFEA-450C-BEBE-6DB55EAC07DC},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Meilleret-Fm.,15202285
624,{555DBF23-6722-4A92-A1EF-181383052502},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Lavtina-Sandstein,15202286
625,{43373B10-71FB-49B4-A3DF-A6767AEF9B6C},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Blattengrat-Sandstein,15202287
626,{9A09BAAF-638E-4D43-ABB5-2242F43DA842},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Burg-Sandstein,15202288
633,{44324C3B-AEB6-41EA-B510-34D387DB02BE},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,4.0,Elm-Fm.: Val-d'Illiez-Sandstein,15202289
5494,{739BE7AB-E41C-492D-BB74-3599ABB2E29F},,2022-05-25 14:43:17.000000,2022-05-25 14:43:17.000000,,,,,,,,,,,,,,,,3.0,Nordhelvetische Flysch-Gr.: Schiefriger Tonstein,15202542
5495,{A00DD103-B42B-45A5-95E1-5AE7763C13D5},,2022-05-25 14:43:18.000001,2022-05-25 14:43:18.000001,,,,,,,,,,,,,,,,3.0,Tierwis-Fm.: Schiefrige Fazies,15202543
5496,{600AE571-0BCB-44C3-A013-2B65A321A6F8},,2022-05-25 14:43:19.000000,2022-05-25 14:43:19.000000,,,,,,,,,,,,,,,,3.0,Tierwis-Fm.: Kalkige Fazies,15202544
5497,{FC4E5F97-4DF7-4D21-927D-B3119D39F099},,2022-05-25 14:43:20.000000,2022-05-25 14:43:20.000000,,,,,,,,,,,,,,,,5.0,Bommerstein-Fm.: Glockhaus-Mb.: Schiefriger Eisensandstein,15202545
5498,{A39C9E54-2979-46FA-AAA2-1DCC472AE53B},,2022-05-25 14:43:21.000000,2022-05-25 14:43:21.000000,,,,,,,,,,,,,,,,2.0,Helvetikum: Trias: Dolomit,15202546
