OBJECTID,UUID,LITSTRAT_FORMATION_BANK,GEOL_MAPPING_UNIT,CHRONO_TOP,CHRONO_BASE,LITHO_MAIN,LITHO_SEC,LITHO_TER,CORRELATION
958,{C38F37C5-7564-4865-91E3-2411B97F4F44},,15200349.0,15001034.0,15001034.0,15111059.0,15111132.0,,15285018.0
959,{D03A422F-4375-4CFF-8C49-02D271B35B9C},15252163.0,15200350.0,15001034.0,15001034.0,15111059.0,15111132.0,,15285018.0
960,{181B96B8-7CBB-4FD0-B0E7-98142ECFF3AE},,15200351.0,15001034.0,15001034.0,15111132.0,15111059.0,,15285018.0
961,{DEF10D3B-76AD-47E0-B3F4-AD091037E2FC},15252164.0,15200352.0,15001034.0,15001034.0,15111132.0,15111059.0,,15285018.0
962,{60A924D4-16C0-4260-8C5C-F95814A8E551},,15200353.0,15001034.0,15001034.0,15111177.0,15111090.0,15111084.0,15285018.0
963,{F3425D0B-BBFD-4B2F-A0DA-92C07E75299D},15252149.0,15200354.0,15001034.0,15001034.0,15111053.0,15111132.0,15111090.0,15285018.0
964,{63A9D03C-B760-482A-B05D-FE82E9D007C2},15252150.0,15200355.0,15001034.0,15001034.0,15111053.0,15111017.0,,15285018.0
965,{FA93C81C-E806-4F76-8DB1-EC2BE6D6D2DC},15252151.0,15200356.0,15001034.0,15001034.0,15111132.0,15111090.0,,15285018.0
966,{758E44BA-0DAE-426C-9659-200DDEAC9946},15252152.0,15200357.0,15001034.0,15001034.0,15111172.0,15111044.0,,15285018.0
967,{9EE2AFFB-8685-42B5-9C1C-221CAA5B5A62},15252165.0,15200358.0,15001034.0,15001034.0,15111177.0,15111090.0,15111044.0,15285018.0
968,{0CC81EBF-1ACD-4873-A0FE-87332A5374F9},15252198.0,15200359.0,15001034.0,15001034.0,15111044.0,15111132.0,15111028.0,15285018.0
969,{B624883E-474A-4E7A-897B-D5AA94BD956B},15252154.0,15200360.0,15001034.0,15001034.0,15111141.0,15111044.0,,15285018.0
970,{A410E1C3-E8DA-4BC6-A943-AC2B5DFCE59C},15252153.0,15200361.0,15001034.0,15001034.0,15111053.0,15111037.0,,15285018.0
2867,{086B6D08-5A6E-40AA-A73B-00994923201E},15253070.0,15202396.0,15001056.0,15001057.0,15111052.0,,,15285030.0
2868,{98CE3D75-E80A-4881-A16A-C0ACF77FCAF3},15253089.0,15202397.0,15001060.0,15001060.0,15111071.0,,,15285036.0
2869,{CC98189E-9B6B-41AD-92F1-77153C0852B8},15253109.0,15202398.0,15001063.0,15001063.0,15111197.0,,,15285037.0
2870,{2C4811BB-E2E1-4B9D-944A-F2DEB5E392CA},15253111.0,15202399.0,15001063.0,15001063.0,15111248.0,15111259.0,,15285037.0
1913,{68C1AEF6-BC56-4A82-AED3-31750CFE6CD6},15253153.0,15202400.0,15001076.0,15001076.0,15111260.0,15111207.0,,15285043.0
2871,{298CA9AB-324F-4389-A5C5-81E34E85A859},15253358.0,15202401.0,15001076.0,15001077.0,15111592.0,15111265.0,,15285043.0
2872,{2CE286D7-3B1A-4AC3-AD41-79E8F7F1929D},15253358.0,15202402.0,15001076.0,15001077.0,15111623.0,15111133.0,,15285043.0
2873,{FD1E1017-6B0B-439C-8A64-8475E97AECDC},15253358.0,15202403.0,15001076.0,15001077.0,15111186.0,15111623.0,15111133.0,15285043.0
2874,{7EBB3F70-F866-44FA-990B-92D7021E7C05},15253157.0,15202404.0,15001077.0,15001077.0,15111209.0,15111259.0,15111247.0,15285043.0
2875,{D967AA34-6A4F-4031-8CE3-78D6835DE3D7},15253157.0,15202405.0,15001077.0,15001077.0,15111142.0,15111209.0,15111260.0,15285043.0
2876,{6B830B3D-4002-4A50-B740-C590346A9693},15253163.0,15202406.0,15001078.0,15001078.0,15111198.0,,,15285043.0
1914,{BED5E23C-038C-469F-A9DE-29DA78FA5DC5},15253025.0,15202411.0,15001035.0,15001035.0,15111011.0,,,15285023.0
2882,{85D691AA-1A45-4DAA-ABD6-E1424CF6563A},15253121.0,15202412.0,15001064.0,15001064.0,15111168.0,15111229.0,,15285030.0
2883,{73C363F3-36F9-499C-A4F3-E22E1D46F3EC},15253121.0,15202413.0,15001064.0,15001064.0,15111132.0,15111221.0,,15285030.0
2458,{57512923-794E-43A8-AD08-F1AC1F023EA0},15253149.0,15202414.0,15001073.0,15001074.0,15111260.0,,,15285043.0
2459,{8D389BCA-FD29-4924-91AC-7399CE65012D},15253148.0,15202415.0,15001073.0,15001074.0,15111123.0,15111175.0,,15285043.0
2885,{87DE3560-EA73-436C-8793-6C8AE385C57B},15253146.0,15202416.0,15001073.0,15001074.0,15111074.0,15111248.0,15111102.0,15285043.0
2886,{1A244202-BA29-4C71-9812-245BBBE4E2AD},15253357.0,15202417.0,15001074.0,15001074.0,15111074.0,,,15285040.0
2887,{93AD847A-3277-4EA8-B8D5-ED145C26C414},15253171.0,15202418.0,15001084.0,15001087.0,15111297.0,,,15285050.0
2888,{6FB98F82-8D8C-4ADE-B35F-C135AB66215F},15253173.0,15202419.0,15001087.0,15001087.0,15111102.0,15111044.0,15111277.0,15285054.0
2889,{A368664C-21AD-48F5-A611-42A9F901EACE},15253168.0,15202420.0,15001081.0,15001081.0,15111123.0,15111097.0,,15285048.0
1915,{251FA985-2499-4121-B59E-558D9C716C25},15253064.0,15202421.0,15001053.0,15001054.0,15111132.0,,,15285030.0
1916,{953FDEE4-2A1F-4736-A238-17F1219A3549},15253066.0,15202422.0,15001054.0,15001055.0,15111133.0,,,15285030.0
1917,{2302CBCB-A39B-4FA1-92EC-60D711CB1383},15253384.0,15202423.0,15001056.0,15001056.0,15111132.0,15111229.0,,15285030.0
1918,{1FA778CB-CB50-4054-A41A-B6F3732D8471},15253385.0,15202424.0,15001059.0,15001060.0,15111189.0,15111250.0,,15285036.0
1919,{F73CA738-4CEA-4057-8625-73E5C461408C},15253385.0,15202425.0,15001059.0,15001060.0,15111132.0,,,15285036.0
1920,{DAB2DEA6-F8CB-4CC9-A059-516390B2EC90},15253385.0,15202426.0,15001060.0,15001060.0,15111250.0,15111171.0,,15285036.0
1921,{4694C491-65C4-420F-92C7-0837860B4FBC},15253386.0,15202427.0,15001061.0,15001061.0,15111190.0,,,15285038.0
1922,{685066C0-F600-4316-AB8A-57BF4BAB3D12},15253387.0,15202429.0,15001060.0,15001064.0,15111229.0,15111132.0,,15285030.0
1923,{AB8E724C-4F4C-403C-BF71-1AC5DAD8ACD6},15253389.0,15202430.0,15001061.0,15001064.0,15111229.0,15111132.0,15111209.0,15285030.0
1924,{81FF5C74-0DA8-4ECB-8C2E-D8492CFF960B},15253390.0,15202431.0,15001064.0,15001064.0,15111229.0,15111132.0,15111189.0,15285030.0
1925,{0FCBD049-F0C0-4917-84B4-D5BD52271354},15253391.0,15202432.0,15001067.0,15001069.0,15111229.0,15111132.0,,15285039.0
1926,{5C02814B-9215-4CB1-A8EF-26CBFD9BEC2E},15253391.0,15202433.0,15001067.0,15001067.0,15111010.0,,,15285039.0
1927,{5210CB7A-BA5B-4CEF-AEBF-2E255001C08A},15253392.0,15202434.0,15001067.0,15001068.0,15111234.0,15111132.0,,15285039.0
1928,{E376EBE9-A0C7-421B-A64A-950FACBDA7B2},15253393.0,15202435.0,15001069.0,15001069.0,15111229.0,15111132.0,,15285039.0
1929,{43C14628-71D6-4DE0-A994-2832FE243BBA},15253394.0,15202436.0,15001069.0,15001071.0,15111123.0,15111132.0,15111271.0,15285042.0
1930,{BE3946AD-2562-4059-BB0A-22A7384CC36F},15253394.0,15202437.0,15001069.0,15001069.0,15111186.0,,,15285042.0
1931,{3E521B01-FEB6-485E-8C71-C3DF7F263F45},15253395.0,15202438.0,15001069.0,15001071.0,15111141.0,,,15285042.0
1932,{B73543B7-70EA-43B8-86C0-604FC159FBBA},15253396.0,15202439.0,15001072.0,15001072.0,15111260.0,15111240.0,15111250.0,15285043.0
1933,{C9C6DCD7-7BA0-4DD3-B0C8-E094A615E475},15253397.0,15202440.0,15001073.0,15001074.0,15111271.0,15111168.0,15111248.0,15285043.0
1935,{7B59F40D-E5CB-47AC-9B66-00FB1A1F4310},15253377.0,15202442.0,15001075.0,15001075.0,15111168.0,15111221.0,15111209.0,15285043.0
1936,{A1BF89F8-AD6D-4FF6-A1BF-85BF431263B3},15253398.0,15202443.0,15001073.0,15001073.0,15111168.0,15111186.0,,15285043.0
1937,{E59D231C-6FE1-4E46-B9BB-C05165366AF4},15253399.0,15202444.0,15001074.0,15001074.0,15111044.0,15111141.0,15111186.0,15285043.0
2950,{2E0909BE-9EE9-4F30-9106-3A5F97C389C5},15253388.0,15202445.0,15001061.0,15001061.0,15111229.0,15111132.0,,15285030.0
2954,{F75C789F-0E3F-493C-913E-16701F803445},15253376.0,15202446.0,15001035.0,15001035.0,15111132.0,15111059.0,,15285025.0
2959,{22312B07-2FFA-4751-9D98-F77E81FB1A50},15253375.0,15202447.0,15001037.0,15001037.0,15111132.0,15111057.0,,15285025.0
2961,{2F76C748-19E9-4317-8E76-9D06451757E7},15253229.0,15202448.0,15001110.0,15001121.0,15111365.0,,,15287003.0
2965,{A9A936F3-F6C9-470B-A6D2-4A39E5BB5927},15253240.0,15202449.0,15001121.0,15001121.0,15111431.0,,,15287006.0
2971,{EB3B2D4D-FBC6-4A0C-9233-28FC017B5112},15253377.0,15202450.0,15001076.0,15001077.0,15111168.0,,,15285043.0
2976,{28CFB8AE-BD21-4AEF-9F2C-44425041AFBE},15253377.0,15202451.0,15001077.0,15001079.0,15111209.0,15111132.0,,15285043.0
2982,{A09EFDBF-5F01-4F14-9870-74BB422A23FA},15253377.0,15202452.0,15001079.0,15001082.0,15111196.0,15111162.0,,15285047.0
2988,{DF43EFFA-29A8-40A6-ADF8-912E16BE2D51},,15202453.0,15001110.0,15001110.0,15111595.0,15111542.0,,15287003.0
2994,{6921AC51-7C87-467D-BCE2-6257640A560A},15253259.0,15202454.0,15001091.0,15001136.0,15111559.0,15111537.0,,15287009.0
2999,{439EA68E-9EF9-4584-9EA4-4D92C335AB8D},15253260.0,15202455.0,15001091.0,15001136.0,15111537.0,15111524.0,15111608.0,15287009.0
3000,{95866A16-A1D3-4A23-A04B-B24A44CEE1D6},15253270.0,15202456.0,15001091.0,15001136.0,15111510.0,15111565.0,,15287009.0
3240,{8AD7F41D-3B94-48A5-A72C-9D3B1FCFB1E7},,15202465.0,15001093.0,15001120.0,15111028.0,15111044.0,15111089.0,15287003.0
3242,{D5343577-2807-486D-B4C7-18DA2CB418E1},,15202467.0,15001091.0,15001136.0,15111510.0,15111565.0,15111347.0,15287002.0
3243,{58D01494-3A26-4B22-8B25-17B46206AC1E},,15202468.0,15001091.0,15001136.0,15111510.0,15111565.0,,15287009.0
2457,{D0F6521D-9055-4555-90C4-B138E7DB3847},,15202469.0,15001091.0,15001136.0,15111510.0,15111565.0,15111347.0,15287001.0
3245,{D91EE5CA-E707-4705-B96B-F47D202258B3},15253203.0,15202472.0,15001091.0,15001136.0,15111559.0,15111537.0,15111630.0,15287009.0
3246,{42B38AEE-31BF-4FFC-8D66-C693E4F7BB6E},15253197.0,15202473.0,15001110.0,15001120.0,15111402.0,,,15287003.0
3330,{8D7FA118-D6CA-4C9C-9406-39102AAB3919},15253198.0,15202474.0,15001110.0,15001120.0,15111401.0,,,15287003.0
971,{D8B4FB54-EE8C-45D8-91F1-022817CBA68F},,15200362.0,15001031.0,15001034.0,15111056.0,15111132.0,15111102.0,15285018.0
193,{8E75480F-67A4-409F-B69F-615B50C99346},15252141.0,15200363.0,15001031.0,15001034.0,15111114.0,15111044.0,,15285018.0
55,{57E6654E-0D62-445A-B636-DF50916A534B},15252142.0,15200364.0,15001034.0,15001034.0,15111126.0,15111112.0,,15285018.0
56,{982AFE0A-A29D-455D-881A-F7CD007466ED},15252143.0,15200365.0,15001034.0,15001034.0,15111162.0,,,15285018.0
125,{20287A10-1028-46C7-A8F3-B3404D3E0A70},15252144.0,15200366.0,15001031.0,15001034.0,15111063.0,15111030.0,,15285018.0
972,{BC1D9406-A754-4188-A0E2-1264132140A5},15252139.0,15200368.0,15001034.0,15001037.0,15111132.0,,,15285018.0
973,{1D11922E-4B5C-4D08-9AFA-210D51A964C9},15252140.0,15200369.0,15001031.0,15001031.0,15111132.0,15111053.0,,15285018.0
171,{D25760FF-7F7A-4152-9123-503FAD5EA3EB},15252137.0,15200370.0,15001034.0,15001037.0,15111030.0,,,15285013.0
173,{671A92A3-B617-4972-B285-FFE53319658D},15251001.0,15200371.0,15001034.0,15001037.0,15111186.0,,,15285028.0
2,{ED457DD1-31B9-4051-B15F-5B729C021EA1},15252145.0,15200373.0,15001034.0,15001034.0,15111010.0,,,15285018.0
974,{1A259FC2-2FCE-4383-8D76-A7C4C3372FA1},15252128.0,15200378.0,15001032.0,15001032.0,15111229.0,15111132.0,,15285013.0
95,{56E37327-6796-4DA5-BBBC-865C3D4B49FD},15251162.0,15200380.0,15001072.0,15001072.0,15111240.0,15111132.0,,15285043.0
94,{506F14BA-0FCF-48C1-82FF-B9D38FBE015A},15251162.0,15200382.0,15001073.0,15001073.0,15111240.0,15111132.0,,15285043.0
976,{52339613-9D97-4852-9A1E-2CD724EEED39},15251170.0,15200383.0,15001073.0,15001073.0,15111222.0,,,15285043.0
977,{4BC21F15-D77B-4E27-9A24-914FF2BEE700},15252002.0,15200384.0,15001018.0,15001018.0,15111044.0,15111132.0,15111028.0,15285005.0
22,{C3F30BD2-729C-4F77-961E-ACA2889406BC},15252003.0,15200385.0,15001022.0,15001022.0,15111028.0,15111044.0,15111132.0,15285005.0
132,{E3C86AD5-6F54-4CBF-8BB4-7D9B23B36A92},15252004.0,15200386.0,15001022.0,15001022.0,15111044.0,15111132.0,,15285005.0
44,{3A9290F5-E9F6-4342-A046-7B687604A294},15251009.0,15200387.0,15001037.0,15001040.0,15111033.0,,,15285028.0
978,{F49E362D-31D3-4122-BD84-01F728CC75C6},,15200388.0,15001014.0,15001018.0,15111322.0,,,15281001.0
65,{2343E25C-F41A-4902-881C-4A309A9D804C},,15200389.0,15001025.0,15001025.0,15111068.0,,,15285010.0
170,{3E7FCFBC-D8F2-473D-B78D-F7CEEE193989},,15200390.0,15001025.0,15001025.0,15111037.0,,,15285010.0
137,{A2A6F09A-ACCC-46D4-8427-36FD0F1DBC09},,15200391.0,15001025.0,15001025.0,15111061.0,,,15285010.0
76,{600DE6C2-CE60-4665-8D9F-48528AE2FA8F},,15200392.0,15001025.0,15001025.0,15111053.0,15111061.0,,15285010.0
979,{29918C10-4706-4296-A5FD-B29851FBDF5C},15251009.0,15200393.0,15001040.0,15001040.0,15111206.0,,,15285028.0
15,{25D69153-ECB7-4B30-AC15-2B54D7E22DA0},,15200394.0,15001034.0,15001037.0,15111186.0,15111323.0,,15285013.0
980,{9A3DC587-752E-4338-B9D9-7EB9AF9E31F6},15252010.0,15200395.0,15001020.0,15001023.0,15111030.0,,,15285005.0
14,{1EC610A7-BE0B-43AB-B9E9-60C6268256F9},15252009.0,15200396.0,15001023.0,15001023.0,15111030.0,15111044.0,15111132.0,15285005.0
1,{2C36985C-E0E9-4AC7-B379-4B3BD1B5E053},15252008.0,15200397.0,15001020.0,15001023.0,15111030.0,,,15285005.0
104,{F9DFBDAF-CCDF-4CE3-B98B-FDD781C325C3},15252095.0,15200399.0,15001025.0,15001025.0,15111052.0,15111132.0,,15285010.0
174,{918B424D-09D3-4904-A882-E3C8F1B4F585},15252096.0,15200400.0,15001026.0,15001026.0,15111072.0,15111068.0,15111028.0,15285010.0
982,{69028BCE-62AD-4420-9361-644181CA70AF},15252089.0,15200401.0,15001025.0,15001025.0,15111044.0,15111037.0,,15285010.0
983,{B60BF96A-C0EE-4317-84E4-D4EB9E04156E},15252090.0,15200402.0,15001025.0,15001025.0,15111044.0,15111132.0,15111028.0,15285010.0
984,{817EC861-921B-46A6-B0D4-CF66523C6E94},15252079.0,15200403.0,15001025.0,15001025.0,15111030.0,15111132.0,15111044.0,15285004.0
985,{70880030-A998-401A-9BD5-72A070FEFA59},15252091.0,15200404.0,15001025.0,15001025.0,15111030.0,,,15285010.0
986,{B70DE10E-5AE3-4C01-9C56-EC102B1A9A34},15252092.0,15200405.0,15001025.0,15001025.0,15111061.0,,,15285010.0
987,{8C22E5CE-2650-42BF-B7E0-1B729369F138},15252093.0,15200406.0,15001025.0,15001025.0,15111040.0,,,15285010.0
988,{A2DE3DB8-1759-4D07-B424-F4408743C760},15252094.0,15200407.0,15001025.0,15001025.0,15111028.0,,,15285010.0
989,{7B15C09D-24F3-48C0-877E-45C45B14FDC3},15252078.0,15200408.0,15001023.0,15001025.0,15111030.0,15111044.0,15111132.0,15285004.0
990,{3F7F1623-CD9E-4070-8086-B5C0FC689D04},15252086.0,15200409.0,15001025.0,15001025.0,15111030.0,,,15285010.0
991,{54516372-9C6C-4D31-A097-7E14AD734935},15252084.0,15200410.0,15001025.0,15001025.0,15111132.0,15111044.0,,15285010.0
992,{879E50E1-F519-4F97-B829-ABAD745597A7},15252085.0,15200411.0,15001025.0,15001025.0,15111028.0,,,15285010.0
993,{8DCDD628-804B-4731-9CBF-5B18AF0D37F6},15252083.0,15200412.0,15001025.0,15001025.0,15111028.0,,,15285010.0
994,{EE83E9EA-ADA3-4BF5-AB7F-563D2EC3DEEF},15252069.0,15200413.0,15001026.0,15001026.0,15111102.0,15111132.0,,15285004.0
995,{E6053383-2711-4E17-9136-70B9B76072A4},15252070.0,15200414.0,15001026.0,15001026.0,15111102.0,15111132.0,15111044.0,15285004.0
37,{D8542638-1D10-4D14-BF17-6DB141B3D69E},15252107.0,15200415.0,15001025.0,15001025.0,15111052.0,15111061.0,15111132.0,15285010.0
126,{055FEDC0-B8BF-4324-B009-6180689323BC},15252108.0,15200416.0,15001025.0,15001025.0,15111061.0,,,15285010.0
27,{A28D46B5-9997-4F03-8458-8B5511AA42E9},15252109.0,15200417.0,15001025.0,15001025.0,15111069.0,,,15285010.0
996,{07746230-87D0-4F21-8ADC-DEE0D6B302CD},15252103.0,15200418.0,15001025.0,15001025.0,15111052.0,15111090.0,15111132.0,15285010.0
997,{391942A4-E681-4EB1-8E05-3DD8BD220882},15252105.0,15200419.0,15001025.0,15001025.0,15111170.0,,,15285010.0
998,{29055D08-A384-4000-B7E9-97832E5F01BF},15252104.0,15200420.0,15001025.0,15001025.0,15111061.0,,,15285010.0
999,{28A32A9F-366C-4C63-BDA3-33614D10E5A3},15252106.0,15200421.0,15001025.0,15001025.0,15111040.0,,,15285010.0
4087,{97481392-5F58-4EC8-8535-532B517347C3},15252136.0,15200422.0,15001034.0,15001034.0,15111186.0,,,15285013.0
1000,{6D27D979-66AC-49F0-B753-C4DAC2A4782E},15252135.0,15200423.0,15001034.0,15001037.0,15111200.0,,,15285013.0
1001,{EF7D8842-3E0A-4174-945F-29DEA2C1B798},,15200424.0,15001034.0,15001037.0,15111242.0,,,15285013.0
244,{F30D694D-9339-482D-B8BE-1733A473E144},15252115.0,15200425.0,15001028.0,15001032.0,15111044.0,15111170.0,,15285013.0
143,{D805E554-6B46-4F4E-8E88-2F833AB310BD},15252116.0,15200429.0,15001028.0,15001028.0,15111170.0,15111044.0,15111056.0,15285013.0
1003,{45E757E2-38BB-4DBF-8999-754BDD952105},15251004.0,15200430.0,15001034.0,15001034.0,15111215.0,15111132.0,,15285028.0
120,{CCA526FF-6478-4BC5-A4E8-359AE6F427F2},15252082.0,15200431.0,15001026.0,15001026.0,15111170.0,15111186.0,,15285010.0
1004,{31DC2C80-8B40-46E0-80F3-73F3DFF306AB},,15200432.0,15001025.0,15001025.0,15111040.0,15111031.0,,15285010.0
1005,{0D4F2C69-F4B5-49E3-8528-295F7E8F5916},15252101.0,15200433.0,15001025.0,15001025.0,15111037.0,,,15285010.0
1008,{2AA3FEFE-05E2-4EA3-B25D-10FC57C707A4},15251012.0,15200436.0,15001057.0,15001057.0,15111054.0,,,15285036.0
1009,{2A6266F5-6573-47D6-B126-C069CF02898E},15251014.0,15200437.0,15001059.0,15001059.0,15111052.0,15111158.0,,15285036.0
5376,{1C140A05-C52D-4D6A-89E9-78FC7FC7B96D},,15202541.0,15001034.0,15001037.0,15111074.0,,,15285025.0
5377,{EC315C1D-136C-4A72-B355-85599E890651},,15202542.0,15001034.0,15001037.0,15111123.0,,,15285025.0
5378,{BE1169E6-55F2-45E2-8426-8BE5EF898F00},15253095.0,15202543.0,15001061.0,15001061.0,15111168.0,,,15285030.0
5379,{F54912C7-A2B2-49FC-B73C-5477F1D0F43B},15253095.0,15202544.0,15001061.0,15001061.0,15111149.0,15111260.0,15111247.0,15285030.0
5380,{BE35520A-65F7-4283-8A5D-6682AAD69B4F},15253146.0,15202545.0,15001073.0,15001074.0,15111049.0,,,15285043.0
5381,{39302D47-02F8-44B8-836F-FC5EA55CFD92},,15202546.0,15001080.0,15001080.0,15111277.0,,,15285049.0
5382,{0E6F98B1-2E4F-4EA9-A09A-BAF5E9B5F302},,15202547.0,15001080.0,15001080.0,15111297.0,,,15285045.0
5383,{E5298E6E-5626-492A-BEB7-793D65C67F71},,15202548.0,15001080.0,15001080.0,15111303.0,,,15285045.0
5384,{FC9709B2-A03F-4B78-86E9-0A1F8F95DB85},15253263.0,15202549.0,15001124.0,15001124.0,15111420.0,,,15287009.0
5385,{1ABEF096-8A8B-47E3-A730-CA6D338CBB13},15253263.0,15202550.0,15001124.0,15001124.0,15111421.0,,,15287009.0
5386,{96041D0A-C336-4783-B041-F2FA982F900A},15253254.0,15202551.0,15001119.0,15001136.0,15111537.0,15111559.0,,15287009.0
5387,{EE9831FA-192C-467F-8FB8-D4A99D3C7E2E},15253254.0,15202552.0,15001119.0,15001136.0,15111527.0,,,15287009.0
5388,{898C6FA7-0267-4D39-9927-1CB510F943FD},15253254.0,15202553.0,15001119.0,15001136.0,15111559.0,,,15287009.0
5389,{7C5D3A78-5CD4-452A-83F0-2BC32636B7E2},15253255.0,15202554.0,15001119.0,15001136.0,15111553.0,,,15287009.0
5390,{98E9D9A4-655A-4948-9E52-6FD10F95D6B6},15253255.0,15202555.0,15001119.0,15001136.0,15111533.0,,,15287009.0
5391,{548E54F1-08C5-40F2-932B-C847ED1CA272},15253255.0,15202556.0,15001119.0,15001136.0,15111565.0,15111510.0,,15287009.0
5392,{56C31DEE-992B-4427-AE1B-C17BA79ADB25},15253255.0,15202557.0,15001119.0,15001136.0,15111565.0,15111510.0,,15287009.0
5393,{CA4120DE-6C4A-4532-9EC4-8E5C3489DBDE},15253256.0,15202558.0,15001091.0,15001136.0,15111541.0,,,15287009.0
5394,{D506BA24-CB11-45BD-962E-563C8A18C063},15253256.0,15202559.0,15001091.0,15001136.0,15111537.0,,,15287009.0
5365,{38275EF0-15C5-4753-BC42-F2656BD7A743},15253256.0,15202560.0,15001091.0,15001136.0,15111573.0,,,15287009.0
5366,{2CACD30D-4FD3-4624-836A-5A326BD05ED2},15253257.0,15202561.0,15001119.0,15001136.0,15111524.0,15111559.0,,15287009.0
5367,{D02BB792-450F-4F7E-9846-BE665E82BB0A},15253257.0,15202562.0,15001119.0,15001136.0,15111559.0,15111510.0,,15287009.0
5368,{CF09E14E-CF8B-4CBD-9FB6-80C80B2C6958},15253257.0,15202563.0,15001119.0,15001136.0,15111518.0,,,15287009.0
5369,{EFC317A0-14AC-42FA-9CD1-F0D83283F180},15253257.0,15202564.0,15001119.0,15001136.0,15111533.0,,,15287009.0
5370,{C9CE864B-8112-404E-B55C-615B15F8D973},15253262.0,15202565.0,15001091.0,15001136.0,15111542.0,,,15287009.0
5371,{D963D546-8E1B-4666-9D65-8246F349914C},15253262.0,15202566.0,15001091.0,15001136.0,15111542.0,,,15287009.0
5372,{6418800D-4DD6-4ACD-98C0-AA94BF571130},15253262.0,15202567.0,15001091.0,15001136.0,15111348.0,,,15287009.0
5685,{D23E43C6-AEED-4DBE-A112-EBDD59C6F43F},15253215.0,15202568.0,15001110.0,15001110.0,15111393.0,,,15287003.0
5686,{AEFC1AA6-EA86-4D5E-B7EE-0185E140A0B1},15253233.0,15202569.0,15001120.0,15001120.0,15111393.0,,,15287006.0
5687,{F4E474A4-2534-4E05-9F6E-253E55453990},15253261.0,15202570.0,15001091.0,15001136.0,15111537.0,,,15287009.0
5688,{79FA639C-0E59-43D7-820A-8CBAE47EA201},15253261.0,15202571.0,15001091.0,15001136.0,15111549.0,,,15287009.0
5689,{B6108A49-487B-4206-8296-28DCDEB56060},15253261.0,15202572.0,15001091.0,15001136.0,15111542.0,,,15287009.0
5690,{C27655CC-9C8B-44B6-A4F1-D6F42992948C},15253252.0,15202573.0,15001119.0,15001136.0,15111486.0,,,15287009.0
5691,{AE03C3D3-097F-4201-8696-A55C63DF12C8},15253255.0,15202574.0,15001119.0,15001136.0,15111559.0,,,15287009.0
5692,{F3E2F1B4-1E84-47C0-8401-B4E1345FDF6A},15253255.0,15202575.0,15001119.0,15001136.0,15111537.0,15111630.0,,15287009.0
5693,{51FDE4AC-FCF4-4694-A486-BEBC5BECD23D},15253255.0,15202576.0,15001119.0,15001119.0,15111393.0,,,15287009.0
5694,{D26BC162-4F3D-4DF9-91D2-6FFFEE0EF0FF},15253255.0,15202577.0,15001119.0,15001136.0,15111486.0,,,15287009.0
5695,{4F0ABAC8-BEC9-4154-A20A-72A7FFF3FECF},15253255.0,15202578.0,15001119.0,15001136.0,15111455.0,,,15287009.0
5696,{FBE0A13A-1BF5-4B52-9B1F-C284DC15957E},15253257.0,15202579.0,15001119.0,15001136.0,15111537.0,15111634.0,,15287009.0
5697,{E1C7FD4C-7699-44CB-A801-0521C13098DC},15253257.0,15202580.0,15001119.0,15001119.0,15111393.0,,,15287009.0
5698,{620EF813-BA94-4A25-A5C3-E05C51A5F679},15253257.0,15202581.0,15001119.0,15001136.0,15111634.0,,,15287009.0
5699,{64115F75-B3BB-4901-A804-CAC1FA584F8C},15253257.0,15202582.0,15001119.0,15001136.0,15111455.0,,,15287009.0
5700,{D19FCAD4-5FFD-4BCF-BB53-94533A75FCEF},,15202583.0,15001072.0,15001076.0,15111102.0,15111259.0,15111132.0,15285043.0
5701,{AEDEF52E-1AEF-4A57-929A-9C338360FC66},,15202584.0,15001084.0,15001088.0,15111277.0,15111044.0,,15285045.0
5702,{AA18661E-26C6-406E-8C68-5E8F11D5B9A2},15253255.0,15202585.0,15001119.0,15001136.0,15111510.0,15111565.0,,15287009.0
6325,{3359FCDF-5B5B-4019-A7B4-095AF257D1C3},15253001.0,15202586.0,15001035.0,15001035.0,15111168.0,15111044.0,15111011.0,15285024.0
6326,{547FC541-CA38-49B2-B2F3-CEFDE5367E23},15253002.0,15202587.0,15001037.0,15001040.0,15111014.0,,,15285025.0
6327,{987FD174-C1C8-4978-9279-F541324AED07},15253020.0,15202588.0,15001037.0,15001040.0,15111074.0,,,15285027.0
6328,{279DE68D-C5B1-4B97-82B9-487757259113},15253052.0,15202589.0,15001040.0,15001044.0,15111074.0,,,15285027.0
6329,{ADCAAAF0-3576-40BC-87B4-B47D1D6E4550},15253091.0,15202590.0,15001060.0,15001060.0,15111221.0,15111132.0,,15285030.0
6330,{72A1CAFE-75C0-4ABF-AA7D-2CC02357521A},15253021.0,15202591.0,15001037.0,15001040.0,15111196.0,,,15285027.0
6331,{23F8CD9C-28C1-4212-9508-0F02D7DC50F4},15253052.0,15202592.0,15001040.0,15001044.0,15111238.0,,,15285027.0
6332,{9DE6A98E-C408-48A3-9782-DA196566FB93},15253034.0,15202593.0,15001037.0,15001041.0,15111247.0,15111186.0,,15285027.0
6333,{7977AB10-B02A-469A-9E3B-8B7D709A48AB},,15202594.0,15001035.0,15001035.0,15111132.0,,,15285024.0
6334,{44B2E426-0C1B-44EE-AEE6-35E1B7151989},,15202595.0,15001037.0,15001042.0,15111186.0,15111044.0,15111132.0,15285027.0
