OBJECTID,DESCRIPTION,TREE_LEVEL
1096,Nolla-Tonschiefer,2.0
1097,Bärenhorn-Fm.,2.0
1098,Tomül-Decke: Grüngesteine,1.0
1099,Tomül-Decke: Mélange,1.0
1110,Touno-Einheit,1.0
1111,Barrhorn-Einheit,1.0
1112,Bruneggjoch-Fm.,1.0
1113,Bruneggjoch-Fm.: Sous-le-Rocher-Mb.,2.0
1114,Randa-Augengneis,3.0
1115,Col-de-Chassoure-Fm.,1.0
1116,Col-de-Chassoure-Fm.: Gouille-Verte-Mb.,2.0
1117,Col-de-Chassoure-Fm.: Matse-Mb.,2.0
1118,Col-de-Chassoure-Fm.: Dent-de-Nendaz-Mb.,2.0
1119,Col-de-Chassoure-Fm.: Goli-d'Aget-Mb.,2.0
1120,Col-de-Chassoure-Fm.: Mondra-Mb.,2.0
1121,Col-de-Chassoure-Fm.: Cleuson-Mb.,2.0
1122,Métailler-Fm.,3.0
1123,Distulberg-Fm.,3.0
1124,Thyon-Metagranophyr,3.0
1125,Mont-Rogneux-Metagranit,3.0
1126,Lirec-Fm. undiff,3.0
1127,Adlerflüe-Fm.,3.0
1128,Ergischhorn-Komplex,3.0
1129,Gelbhorn-Flysch,1.0
1130,Obrist-Fm.,1.0
1131,Vizan-Brekzie,1.0
1132,Tschera-Marmor,1.0
1133,Tschera-Marmor: Wissberg-Brekzie,2.0
1134,Nisellas-Fm.,1.0
1135,Tumpriv-Fm.,1.0
1136,Kalkberg-Fm.,1.0
1137,Bavugls-Fm.,1.0
1138,Nolla-Kristallin,1.0
1139,Falknis-Decke: Flysch,1.0
8263,Urseren-Garvera-Zone: Mittlerer Lias,3.0
8149,Urseren-Garvera-Zone: Unterer Lias,3.0
8269,Urseren-Garvera-Zone: Phyllitische Trias,3.0
8281,Urseren-Garvera-Zone: Karbonatische Trias,3.0
8152,Urseren-Garvera-Zone: Permo-Karbon: Psephit- und Psammitgneis,3.0
8153,Urseren-Garvera-Zone: Permo-Karbon: Metarhyolith,3.0
8154,Urseren-Garvera-Zone: Permo-Karbon: Chloritschiefer,3.0
8262,Urseren-Garvera-Zone: Permo-Karbon: Graphitschiefer,3.0
8265,Gotthard-Decke: Prävariszischer Orthogneis,2.0
8267,Gotthard-Decke: Prävariszischer Augengneis,2.0
8270,Gotthard-Decke: Prävariszischer Paragneis,2.0
8273,Camosci-Decke: Paragneis,1.0
8275,Camosci-Decke: Lias-Dogger,1.0
8277,Camosci-Decke: Lias-Dogger: Kalkglimmerschiefer,2.0
8279,Camosci-Decke: Lias-Dogger: Granatglimmerschiefer,2.0
8282,Camosci-Decke: Lias,1.0
8285,Camosci-Decke: Trias,1.0
8287,Camosci-Decke: Sandige Trias,2.0
8289,Camosci-Decke: Karbonatische Trias,2.0
8291,Urseren-Garvera-Zone,1.0
8044,Urseren-Garvera-Zone: Trias,2.0
8041,Nufenen-Zone: Trias,1.0
8048,Nufenen-Zone: Lias,1.0
911,Niesen-Decke: Flysch,1.0
912,Chesselbach-Fm.,2.0
913,Seron-Fm.,2.0
914,Niesenkulm-Fm.,2.0
915,Frutigen-Fm.,2.0
916,Grande-Eau-Fm.,1.0
917,Grande-Eau-Fm.: Langy-Mb.,2.0
918,Grande-Eau-Fm.: Forclaz-Mb.,2.0
919,Grande-Eau-Fm.: Grès de Passage,2.0
920,Grande-Eau-Fm.: Leyderry-Mb.,2.0
921,Grande-Eau-Fm.: Raverette-Mb.,2.0
922,Grande-Eau-Fm.: Schistes à miches,2.0
923,Murgaz-Kalk,2.0
924,Niesen-Decke: Trias,1.0
925,Chlussli-Fm.,1.0
926,Coulaytes-Melange,1.0
928,Cuvigne-Derrey-Fm.,1.0
929,Couches-Rouges,1.0
930,Chenaux-Rouges-Fm.,2.0
931,Chenaux-Rouges-Fm.: Hochmatt-Kalkarenit,3.0
932,Chenaux-Rouges-Fm.: Chenaux-Rouges-Mineralkruste,3.0
933,Forclettes-Fm.,2.0
934,Forclettes-Fm.: Roter-Sattel-Hartgrund,3.0
935,Forclettes-Fm.: Beaumont-Konglomerat,3.0
936,Forclettes-Fm.: Rayes-Kalk,3.0
937,Forclettes-Fm.: Pissot-Mb.,3.0
938,Rote-Platte-Fm.,2.0
939,Rote-Platte-Fm.: Wildenbach-Mb.,3.0
940,Rote-Platte-Fm.: Pra-du-Pont-Hartgrund,4.0
941,Rote-Platte-Fm.: Rontins-Mb.,3.0
942,Rote-Platte-Fm.: Allières-Mb.,3.0
943,Rote-Platte-Fm.: Gérignoz-Kalk,3.0
944,Rote-Platte-Fm.: Plagersflue-Kalkarenit,3.0
945,Intyamon-Fm.,1.0
946,Intyamon-Fm.: Chällihorn-Mb.,2.0
947,Intyamon-Fm.: Comba-d'Avau-Mb.,2.0
948,Intyamon-Fm.: Rodosex-Mb.,2.0
949,Sciernes-d'Albeuve-Fm.,1.0
950,Moléson-Fm.,2.0
951,Torrent-de-Lessoc-Fm.,2.0
952,Staldengraben-Fm.,2.0
953,Staldengraben-Fm.: Col-de-Lys-Mb.,3.0
954,Staldengraben-Fm.: Vanil-Carré-Mb.,3.0
955,Staldengraben-Fm.: Verdy-Mb.,3.0
956,Staldengraben-Fm.: Soladier-Mb.,3.0
957,Sommant-Fm.,2.0
959,Rossinière-Fm.,2.0
960,Heiti-Fm.,2.0
961,Combe-du-Pissot-Fm.,2.0
962,Combe-du-Pissot-Fm.: Chevalets-Mb.,3.0
963,Combe-du-Pissot-Fm.: Creux-de-l'Ours-Mb.,3.0
964,Petit-Liençon-Fm.,2.0
965,Arvel-Fm.,2.0
966,Grande-Bonavau-Fm.,2.0
967,Chauderon-Fm.,2.0
968,Vudalla-Fm.,2.0
969,Vudalla-Fm.: Bois-de-Luan-Mb.,3.0
970,Vudalla-Fm.: Agreblierai-Mb.,3.0
971,Col-de-Tompey-Fm.,2.0
972,Plan-Falcon-Fm.,2.0
973,Dolomies Blondes,2.0
974,Clôt-la-Cime-Fm.,2.0
978,Griggeli-Fm.,2.0
979,Griggeli-Fm.: Mythen-Kieselkalk,3.0
980,Griggeli-Fm.: Griggeli-Bk.,3.0
981,Gibel-Fm.,2.0
982,Gibel-Fm.: Rämsi-Mb.,3.0
983,Gibel-Fm.: Gibel-Mb.,3.0
984,Gibel-Fm.: Steinberg-Konglomerat,4.0
985,Gibel-Fm.: Musenalp-Mb.,3.0
986,Stanserhorn-Fm.,2.0
987,Stanserhorn-Fm.: Zoophycos-Sch.,3.0
988,Stanserhorn-Fm.: Spis-Kalk,3.0
989,Stanserhorn-Fm.: Posidonienschiefer,3.0
990,Obflue-Fm.,2.0
991,Brand-Fm.,2.0
992,Horngraben-Fm.,2.0
993,Lückengraben-Fm.,2.0
994,Dorfflüe-Fm.,2.0
995,Dorfflüe-Fm.: Gummfluh-Mikrofazies,3.0
996,Dorfflüe-Fm.: Pfad-Mikrofazies,3.0
997,Dorfflüe-Fm.: Rindenkorn-Mikrofazies,3.0
998,Dorfflüe-Fm.: Gastlosen-Oolith,3.0
999,Dorfflüe-Fm.: Wandfluh-Mikrofazies,3.0
1000,Mytilus-Sch.,2.0
1001,Mytilus-Sch.: Col-de-Cordon-Mb.,3.0
1002,Mytilus-Sch.: Col-de-Cordon-Mb.: Klus-Konglomerat,4.0
1003,Mytilus-Sch.: Col-de-Cordon-Mb.: Holzerhorn-Einheit,4.0
1004,Mytilus-Sch.: Rubli-Mb.,3.0
1005,Mytilus-Sch.: Chavanette-Mb.,3.0
1006,Pralet-Fm.: Erpilles-Mb.,3.0
1009,Wiriehorn-Fm.,2.0
1010,St-Triphon-Fm.,2.0
1011,St-Triphon-Fm.: Andonces-Mb.,3.0
1012,St-Triphon-Fm.: Lessus-Mb.,3.0
1013,St-Triphon-Fm.: Dorchaux-Mb.,3.0
1014,Mattes-Melange,1.0
1015,Chumi-Fm.,1.0
1017,Joux-Verte-Fm.,1.0
212,Twannbach-Fm.,3.0
217,Reuchenette-Fm.,3.0
234,Courgenay-Fm.,4.0
252,Vellerat-Fm.,5.0
261,St-Ursanne-Fm.,3.0
273,Bärschwil-Fm.,3.0
278,Ifenthal-Fm.,3.0
291,Hauptrogenstein,3.0
316,Passwang-Fm.,3.0
327,Opalinus-Ton,3.0
329,Staffelegg-Fm.,3.0
211,Juragebirge: Malm,2.0
214,Twannbach-Fm.: Vouglans-Mb.,4.0
215,Twannbach-Fm.: Chailley-Mb.,4.0
216,Twannbach-Fm.: Oberer Virgula-Mergel,4.0
219,Reuchenette-Fm.: Chevenez-Mb.: Grenznerineen-Bk.,5.0
220,Reuchenette-Fm.: Chevenez-Mb.: Cladocoropsis-Kalk,5.0
221,Reuchenette-Fm.: Chevenez-Mb.: Unterer Virgula-Mergel,5.0
223,Reuchenette-Fm.: Courtedoux-Mb.,4.0
224,Reuchenette-Fm.: Banné-Mb.,4.0
380,Juragebirge: Buntsandstein,2.0
381,Dinkelberg-Fm.,3.0
382,Dinkelberg-Fm.: Rötton,4.0
383,Dinkelberg-Fm.: Plattensandstein,4.0
384,Dinkelberg-Fm.: Karneolhorizont,4.0
177,Narlay-Fm.,2.0
178,Perte-du-Rhône-Fm.,2.0
195,Grand-Essert-Fm.,2.0
196,Grand-Essert-Fm: Neuchâtel-Mb.,3.0
198,Grand-Essert-Fm: Hauterive-Mb.,3.0
201,Vuache-Fm.,2.0
202,Vuache-Fm.: Alectryonia-Kalk,3.0
203,Vuache-Fm.: Arzier-Mergel,3.0
209,Goldberg-Fm.,2.0
387,Wiesental-Fm.,2.0
388,Weitenau-Fm.,2.0
398,Weiach-Fm.,2.0
233,Günsberg- Vellerat- Villigen- Balsthal- und Courgenay-Fm.,3.0
176,Juragebirge: Kreide,1.0
210,Juragebirge: Jura,1.0
350,Juragebirge: Trias,1.0
172,Siderolithikum: Bohnerzton,2.0
173,Siderolithikum: Boluston,2.0
175,Siderolithikum: Huppererde,2.0
303,Hauptrogenstein: Homomyenmergel,5.0
385,Dinkelberg-Fm.: Vogesen-Sandstein,4.0
174,Siderolithikum: Quarzsand,2.0
180,Perte-du-Rhône-Fm.: Mussel-Mb.,3.0
186,Perte-du-Rhône-Fm.: Fulie-Mb.,3.0
197,Grand-Essert-Fm: Neuchâtel-Mb.: Uttins-Mergel,4.0
199,Grand-Essert-Fm: Hauterive-Mb.: Ecluse-Mergelkalk,4.0
200,Vuache-Fm.: Bryozoen-Mergel,3.0
213,Twannbach-Fm.: Zuckerkörniger Kalk,4.0
218,Reuchenette-Fm.: Chevenez-Mb.,4.0
237,Balsthal-Fm.,4.0
238,Balsthal-Fm.: Verena-Mb.,5.0
239,Balsthal-Fm.: Holzflue-Mb.,5.0
240,Balsthal-Fm.: Laufen-Mb.,5.0
241,Balsthal-Fm.: Olten-Mb.,5.0
242,Balsthal-Fm.: Steinibach-Mb.,5.0
257,Vellerat-Fm.: Röschenz-Mb.: Grüne Mumienbank,7.0
271,Wildegg-Fm.: Effingen-Mb.: Pecten-Bk.,5.0
295,Hauptrogenstein: Ferrugineus-Oolith,5.0
298,Hauptrogenstein: Wittnau-Korallenkalk,5.0
300,Hauptrogenstein: Furcil-Mergel,5.0
306,Hauptrogenstein: Maeandrina-Sch.,5.0
307,Hauptrogenstein: Gisliflue-Korallenkalk,5.0
308,Hauptrogenstein: Untere Acuminata-Sch.,5.0
313,Klingnau-Fm.: Parkinsoni-Sch.,4.0
317,Dewalquei-Kalk,4.0
318,Brot-Sch.,4.0
326,Passwang-Fm.: Sissach-Mb.: Comptum-Bk.,5.0
354,Klettgau-Fm.: Seebi-Mb.,4.0
355,Klettgau-Fm.: Gruhalde-Mb.,4.0
356,Klettgau-Fm.: Berlingen-Mb.,4.0
357,Klettgau-Fm.: Gansingen-Mb.,4.0
358,Klettgau-Fm.: Ergolz-Mb.,4.0
364,Schinznach-Fm.: Stamberg-Mb.: Kaisten-Bk.,5.0
366,Schinznach-Fm.: Eptingen-Bk.,4.0
367,Schinznach-Fm.: Dünnlenberg-Bk.,4.0
369,Schinznach-Fm.: Kienberg-Mb.: Saalhof-Bk.,5.0
370,Schinznach-Fm.: Leutschenberg-Mb.: Fützen-Bk.,5.0
372,Zeglingen-Fm.: Dolomitzone,4.0
389,Weitenau-Fm.: Oberer Schuttfächer,2.0
390,Weitenau-Fm.: Playa-Serie,2.0
391,Weitenau-Fm.: Unterer Schuttfächer,2.0
392,Schwarzwald-Massiv: Spät- bis postvariszische Intrusiva,3.0
386,Nordalpines Vorland: Spät- bis postvariszische Sedimente und Vulkanite,1.0
393,Stockberg-Quarzporphyr,2.0
394,Bärhalde-Granit,2.0
395,Schluchsee-Granit,2.0
396,Säckingen-Granit,2.0
399,Weiach-Fm.: Jüngere Flussablagerungen,3.0
400,Weiach-Fm.: Seeablagerungen,3.0
401,Weiach-Fm.: Ältere Flussablagerungen,3.0
402,Weiach-Fm.: Ältere Flussablagerungen: Kohle-Serie,4.0
403,Schwarzwald-Massiv: Früh- bis mittelvariszische Intrusiva,3.0
404,Albtal-Granit,2.0
405,Malsburg-Granit,2.0
406,Blauen-Granit,2.0
407,Klemmbach-Granit,2.0
408,Randgranit,2.0
409,Münsterhalden-Granit,2.0
410,Schönau-Herrenschwand-Granit,2.0
411,St.-Blasien-Granit,2.0
412,Mambach-Granit,2.0
413,Lenzkirch-Steina-Granit,2.0
414,Hauenstein-Granit,2.0
415,Böttstein-Granit,2.0
416,Schwarzwald-Massiv: Früh- bis mittelvariszische Sedimente,3.0
418,Schwarzwald-Massiv: Prävariszisches polyzyklisches Grundgebirge,3.0
419,Schwarzwald-Massiv: Prävariszische Orthogneise,2.0
420,Todtmoos-Gneiskomplex,3.0
421,Murgtal-Gneiskomplex,3.0
422,Laufenburg-Gneiskomplex,3.0
423,Schwarzwald-Massiv: Prävariszische Migmatite,2.0
424,Wiesen-Wehratal-Gneiskomplex,3.0
425,Wiesen-Wehratal-Gneiskomplex: Wehratal-Syenit,3.0
426,Schwarzwald-Massiv: Prävariszische Grüngesteine,2.0
1,Molasse,1.0
2,OSM (Obere Süsswassermolasse),2.0
225,Reuchenette-Fm.: Vabenau-Mb.,4.0
226,Reuchenette-Fm.: Vabenau-Mb.: Creugenat-Sch.,5.0
227,Etiollets-Fm.,3.0
228,Etiollets-Fm.: Complexe récifal,4.0
229,Etiollets-Fm.: Couvaloup-Mb.,4.0
235,Courgenay-Fm.: Porrentruy-Mb.,5.0
236,Courgenay-Fm.: La-May-Mb.,5.0
254,Vellerat-Fm.: Oolithe-Rousse-Mb.,6.0
253,Vellerat-Fm.: Bure-Mb.,6.0
255,Vellerat-Fm.: Hauptmumienbank-Mb.,6.0
256,Vellerat-Fm.: Röschenz-Mb.,6.0
258,Vellerat-Fm.: Vorbourg-Mb.,6.0
262,St-Ursanne-Fm.: Tiergarten-Mb.,4.0
263,St-Ursanne-Fm.: Buix-Mb.,4.0
264,St-Ursanne-Fm.: Chestel-Mb.,4.0
265,St-Ursanne-Fm.: Chestel-Mb.: Caquerelle-Pisolith,5.0
266,St-Ursanne-Fm.: Grellingen-Mb.,4.0
267,Pichoux-Fm.,3.0
274,Bärschwil-Fm.: Liesberg-Mb.,4.0
275,Bärschwil-Fm.: Sornetan-Mb.,4.0
276,Bärschwil-Fm.: Renggeri-Mb.,4.0
279,Ifenthal-Fm.: Graitery-Mb.,4.0
280,Ifenthal-Fm.: Herznach-Mb.,4.0
281,Ifenthal-Fm.: Herznach-Mb.: Schellenbrücke-Bk.,5.0
282,Ifenthal-Fm.: Bollement-Mb.,4.0
283,Ifenthal-Fm.: Ängistein-Mb.,4.0
284,Ifenthal-Fm.: Ängistein-Mb.: Unter-Erli-Bk.,5.0
285,Ifenthal-Fm.: Bözen-Mb.,4.0
286,Ifenthal-Fm.: Saulcy-Mb.,4.0
289,Ifenthal-Fm.: Schelmenloch-Mb.,4.0
290,Ifenthal-Fm.: Schelmenloch-Mb.: Anwil-Bk.,5.0
287,Ifenthal-Fm.: Châtillon-Mb.,4.0
288,Ifenthal-Fm.: St-Brais-Mb.,4.0
277,Juragebirge: Dogger,2.0
328,Juragebirge: Lias,2.0
293,Hauptrogenstein: Spatkalk,5.0
294,Hauptrogenstein: Pierre-Blanche,5.0
296,Hauptrogenstein: Movelier-Sch.,5.0
297,Hauptrogenstein: Grande Oolithe,5.0
302,Hauptrogenstein: Obere Acuminata-Sch.,5.0
305,Hauptrogenstein: Oolithe Subcompacte,5.0
309,Passwang-Fm.: Grenchenberg-Mb.,4.0
319,Passwang-Fm.: Rothenfluh-Mb.,4.0
320,Passwang-Fm.: Brüggli-Mb.,4.0
321,Passwang-Fm.: Brüggli-Mb.: Humphriesi-Sch.,5.0
322,Passwang-Fm.: Waldenburg-Mb.,4.0
323,Passwang-Fm.: Hirnichopf-Mb.,4.0
324,Passwang-Fm.: Hauenstein-Mb.,4.0
325,Passwang-Fm.: Sissach-Mb.,4.0
330,Staffelegg-Fm.: Gross-Wolf-Mb.,4.0
331,Staffelegg-Fm.: Gross-Wolf-Mb.: Eriwis-Bk.,5.0
332,Staffelegg-Fm.: Gross-Wolf-Mb.: Erlimoos-Bk.,5.0
333,Staffelegg-Fm.: Gross-Wolf-Mb.: Gipf-Bk.,5.0
334,Staffelegg-Fm.: Rietheim-Mb.,4.0
335,Staffelegg-Fm.: Rietheim-Mb.: Unterer Stein,5.0
336,Staffelegg-Fm.: Rickenbach-Mb.,4.0
338,Staffelegg-Fm.: Rickenbach-Mb.: Müsenegg-Bk.,4.0
337,Staffelegg-Fm.: Breitenmatt-Mb.,4.0
339,Staffelegg-Fm.: Breitenmatt-Mb.: Trasadingen-Bk.,5.0
340,Staffelegg-Fm.: Grünschholz-Mb.,4.0
341,Staffelegg-Fm.: Frick-Mb.,4.0
343,Staffelegg-Fm.: Mont-Terri-Mb.,4.0
342,Staffelegg-Fm.: Fasiswald-Mb.,4.0
344,Staffelegg-Fm.: Weissenstein-Mb.,4.0
345,Staffelegg-Fm.: Beggingen-Mb.,4.0
346,Staffelegg-Fm.: Beggingen-Mb.: Gächlingen-Bk.,5.0
347,Staffelegg-Fm.: Beggingen-Mb.: Schleitheim-Bk.,5.0
348,Staffelegg-Fm.: Schambelen-Mb.,4.0
349,Staffelegg-Fm.: Schambelen-Mb.: Hallau-Bk.,5.0
168,Juragebirge: Siderolithikum,1.0
190,Gorges-de-l'Orbe- und Vallorbe-Mb.,2.0
191,Rocher-des-Hirondelles-Fm.: Vallorbe-Mb.,4.0
192,Rocher-des-Hirondelles-Fm.: Rivière-Mb.,4.0
194,Gorges-de-l'Orbe-Fm.,3.0
204,Pierre-Châtel- Vions- und Chambotte-Fm.,2.0
205,Chambotte-Fm.,3.0
206,Chambotte-Fm.: Guiers-Mb.,4.0
207,Vions-Fm.,3.0
208,Pierre-Châtel-Fm.,3.0
230,Burghorn-Fm.,3.0
231,Burghorn-Fm.: Wettingen-Mb.,4.0
232,Burghorn-Fm.: Baden-Mb.,4.0
243,Villigen-Fm.,4.0
244,Villigen-Fm.: Wangental-Mb.,5.0
245,Villigen-Fm.: Letzi-Mb.,5.0
246,Villigen-Fm.: Knollen-Bk.,6.0
247,Villigen-Fm.: Küssaburg-Mb.,5.0
248,Villigen-Fm.: Wangen-Mb.,5.0
249,Villigen-Fm.: Hornbuck-Mb.,5.0
250,Villigen-Fm.: Crenularis-Mb.,5.0
251,Villigen-Fm.: Geissberg-Mb.,5.0
268,Wildegg-Fm.,3.0
269,Wildegg-Fm.: Effingen-Mb.,4.0
270,Wildegg-Fm.: Effingen-Mb.: Gerstenhübel-Bk.,5.0
272,Wildegg-Fm.: Birmenstorf-Mb.,4.0
259,Günsberg-Fm.,5.0
260,Günsberg-Fm.: Moutier-Korallenkalk,6.0
310,Klingnau-Fm.,3.0
311,Klingnau-Fm.: Knorri-Ton,4.0
312,Klingnau-Fm.: Wuerttembergica-Sch.,4.0
314,Klingnau-Fm.: Parkinsoni-Sch.: Subfurcatum-Bk.,5.0
315,Klingnau-Fm.: Blagdeni-Sch.,4.0
351,Juragebirge: Keuper,2.0
352,Klettgau-Fm.,3.0
353,Klettgau-Fm.: Belchen-Mb.,4.0
359,Bänkerjoch-Fm.,3.0
360,Juragebirge: Muschelkalk,2.0
361,Schinznach-Fm.,3.0
362,Schinznach-Fm.: Asp-Mb.,4.0
363,Schinznach-Fm.: Stamberg-Mb.,4.0
365,Schinznach-Fm.: Liedertswil-Mb.,4.0
368,Schinznach-Fm.: Kienberg-Mb.,4.0
371,Zeglingen-Fm.,3.0
373,Zeglingen-Fm.: Obere Sufatzone,4.0
374,Zeglingen-Fm.: Salzlager,4.0
375,Zeglingen-Fm.: Untere Sulfatzone,4.0
376,Kaiseraugst-Fm.,3.0
377,Kaiseraugst-Fm.: Orbicularis-Mergel,4.0
378,Kaiseraugst-Fm.: Wellenkalk / Wellenmergel,4.0
379,Kaiseraugst-Fm.: Wellendolomit,4.0
427,Rhein- und Aareschotter,2.0
428,Juraschotter,1.0
429,Alte Doubsschotter,1.0
430,Wutach-Schotter,2.0
431,Merenbach-Schotter,1.0
432,Malmkalk-Schotter der Randen-Täler,1.0
433,Niederterrasse,1.0
434,Birrfeld-Eiszeit (Letzte Eiszeit),2.0
435,LGM-Rückzug,3.0
436,Solothurn-Stadium,4.0
437,Zürich-Stein-Bremgarten-Stadien,4.0
438,Untere Singen-Terrasse,5.0
439,Schlieren-Diessenhofen-Stetten-Stadien,4.0
440,Obere Singen-Terrasse,5.0
441,Rheinau-Terrasse,4.0
442,Nohl-Terrasse,4.0
443,Altenburg-Fulach-Terrasse,5.0
444,Aare-Schotter,4.0
445,Schüss-Schotter,4.0
446,Orvin-Schotter,4.0
447,Seeablagerungen von Frinvillier und Rondchâtel,4.0
448,Stauschotter von Diessbach,4.0
449,Mély-Formation,4.0
450,"Last Glacial Maximum (LGM), undiff.",3.0
451,Kiessande von Madretsch,4.0
452,Seeland-Schotter,4.0
453,Emme-Schotter,4.0
454,Gäu-Schotter,4.0
455,Flumenthal-Lehm,4.0
456,Killwangen-Schaffhausen-Mellingen-Stadium,4.0
457,Munot-Terrasse,5.0
458,Stokar-Terrasse,5.0
459,Breite-Terrasse,5.0
460,Maximalstand (Kilwangen-Schaffhausen-Stadium),5.0
461,Birmenstorf-Vergletscherung (2. LGM-Vorstoss),3.0
462,Wettingen-Vorstoss,4.0
463,Flüefeld-Schotter,5.0
464,Altberg-Till,5.0
465,Birmenstorf-Vorstoss,4.0
466,Birr-Schotter,5.0
467,Oberhard-Till,5.0
468,Wehntal-Schotter,5.0
469,Seon-Vorstoss,4.0
470,Berg-Schotter,5.0
471,Fornholz-Till,5.0
472,Bick-Till,4.0
473,Flüe-Till,4.0
474,Wettingen-Schotter,4.0
475,Gontenschwil-Vorstoss,4.0
476,Gontenschwil-Till,5.0
477,Staffelbach-Vorstoss,4.0
478,Staffelbach-Schotter,5.0
479,Staffelbach-Till,5.0
480,Lindmühle-Vergletscherung (1. LGM-Vorstoss),3.0
481,Otelfingen-Vorstoss,4.0
482,Tägerhard-Schotter,5.0
483,Lindmühle-Vorstoss,4.0
484,Ämmert-Schotter,5.0
485,Ämmert-Till,5.0
486,Emmet-Vorstoss,4.0
487,Gündelmoos-Lehm,5.0
488,Igliste-Schotter,5.0
489,Niderholz-Till,5.0
490,Zetzwil-Vorstoss,4.0
491,Zetzwil-Till,5.0
492,Kirchleerau-Vorstoss,4.0
493,Kirchleerau-Till,5.0
494,Gossau-Interstadial,3.0
495,Mülligen-Paläoboden,4.0
496,Niederweningen-Formation,4.0
497,Hombrechtikon-Vergletscherung (Frühletzteiszeitliche Vergl.),3.0
498,Mülligen-Schotter,4.0
499,2. letzteiszeitlischs Vorstoss,4.0
500,1. letzteiszeitlischs Vorstoss,4.0
539,Reuenthal-Vorstoss,4.0
540,Lupfig-Schotter,5.0
541,Löhningen-Engiwald-Vergletscherung,3.0
542,Engiwald-Vorstoss,4.0
543,Rüfenach-Vorstoss,4.0
544,Reusstal-Sand,5.0
545,Reusstal-Lehm,5.0
546,Löhningen-Vorstoss,4.0
547,Remigen-Vorstoss,4.0
548,Hausen-Lehm,5.0
549,Hausen-Moräne,5.0
550,Remigen-Schotter,5.0
551,Meikirch-Interglazial,2.0
552,Ältere Beckenfüllungen,2.0
553,Hagenholz-Eiszeit,2.0
554,Ruckfeld-Schotter,3.0
555,Hagenholz-Vergletscherung,3.0
556,Hagenholz-Vorstoss,3.0
557,Aathal-Schotter,4.0
558,Pfyn-Vorstoss,3.0
559,Ittingen-Schotter,4.0
560,Ryhirt-Formation,3.0
561,Geisslingen-Schotter,3.0
562,Habsburg-Hagenholz-Interglazial,2.0
563,Möhlinerfeld-Paläoboden,3.0
564,Habsburg-Eiszeit,2.0
565,Gränichen-Schotter,3.0
566,Roggehuse-Schotter,3.0
567,Buerfeld-Schotter,3.0
568,Habsburg-Vergletscherung,3.0
569,Habsburg-Vorstoss,4.0
570,Habsburg-Schotter,5.0
571,Endingen-Schotter,5.0
572,Unterschlatt-Vorstoss,4.0
573,Thalgut-Interglazial,2.0
574,Möhlin-Eiszeit (Grösste Eiszeit),2.0
575,Möhlin-Vergletscherung,3.0
576,Möhlin-Vorstoss,4.0
577,Bünten-Till,5.0
578,Schleitheim-Vorstoss,4.0
579,Tiefere Deckenschotter,1.0
580,Fisibach-Schotter,2.0
581,Bärengraben-Schotter und -Till,2.0
582,Iberig-Schotterkomplex,2.0
583,Obere Iberigschotter,3.0
584,Oberer Till,3.0
585,Mittlere Iberigschotter,3.0
586,Untere Iberigschotter,3.0
587,Unterer Till,3.0
588,Wolfacher-Schotter und -Till,2.0
589,Fornech-Schotter,2.0
590,Höhere Deckenschotter,1.0
591,Forenirchel-Schotter,2.0
592,Steig-Schotter,2.0
593,Irchel-Schotterkomplex,2.0
594,Obere Irchelschotter,3.0
596,Irchel-Dolomitschotter,3.0
597,Mittlere Irchelschotter,3.0
598,Untere Irchelschotter,3.0
599,Langacher-Schotter,2.0
600,Dürn-Formation,2.0
601,Degermoos-Schotter,2.0
602,Ebnet-Schotter,2.0
603,Wannen-Schotter,2.0
604,Egghalden-Schotter,2.0
605,Buechen-Formation,2.0
606,Feusi-Schotter,2.0
607,Lindenhau-Schotter,2.0
608,Egg-Schotter,2.0
609,Sundgau-Schotter,2.0
610,Mischschotter,3.0
611,Weisse Serie,2.0
4846,Untergrabehüsli-Schotter,5.0
4850,Reuss-Schotterkomplex,2.0
4851,Rufswil-Schotter,6.0
4853,Rütimatt-Schotter,3.0
4854,Mooretal-Schotter,2.0
4876,Birkenhof-Formation,3.0
4877,Zeiningen-Till,4.0
4878,Höhenschotter,2.0
4879,Böschmatt-Schotter,3.0
4880,Bramegg-Schotter,3.0
4881,Kaltenegg-Schotter,3.0
4882,Steinhuserberg-Schotter,3.0
4883,Büelm-Schotter,4.0
4884,Büel-Schotter,5.0
4885,Bünten-Schotter,5.0
4886,Durnagel-Schotter,5.0
4887,Dürrenroth-Schotter,5.0
4888,Egghüsli-Schotter,3.0
4889,Emmental-Schotter,3.0
4890,Ergolztal-Schotter,5.0
4891,Gammenthal-Schotter,2.0
4892,Gondiswil-Formation,6.0
4893,Hasewald-Schotter,3.0
4894,Hirzmatt-Schotter,3.0
4895,Mettlen-Schotter,3.0
4896,Möhlinerfeld-Schotter,3.0
4897,Muttenfeld-Schotter,5.0
4898,Nidfurn-Schotter,3.0
4899,Oberhöhe-Grundmoräne,2.0
4900,Obermoos-Schotter,3.0
4906,Schwanderholzwald-Schotter,2.0
4907,Schwande-Seebodensedimente,3.0
4908,Soppensee-Seebodensedimente,5.0
4909,Speicherboden-Lokalmoräne,3.0
4910,terrasse lémanique de 10 m,6.0
4911,terrasse lémanique de 3 m,6.0
4912,Untere Zeller Schotter,6.0
4913,Öflingen-Schotter,3.0
4914,Untertreie-Schotter,4.0
