OBJECTID,DESCRIPTION,TREE_LEVEL
3702,Spegnas-Fm.,2.0
3703,Rudnal-Fm.,2.0
3704,Savognin-Fm.,2.0
3705,Stätzerhorn-Fm.: Bleis-Pintgas-Mb.,2.0
3706,Stätzerhorn-Fm.: Parnegl-Mb.,2.0
3707,Stätzerhorn-Fm.: Danis-Mb.,2.0
3708,Stätzerhorn-Fm.: Raschil-Mb.,2.0
3709,Bruneggjoch-Fm.: Embd-Mb.,3.0
3710,Randa-Augengneis: Bonigersee-Augengneis,3.0
3711,Törbel-Gneis,3.0
3712,Lodano-Gneis,1.0
3713,Vergeletto-Gneis,1.0
3714,Cortascia-Gneis,1.0
3715,Forcoletta-Gneis,1.0
3716,Matorello-Gneis,2.0
3717,Lebendun-Komplex,1.0
3718,Sabbione-Sandstein,1.0
3719,Monte-Leone-Decke: Grundgebirge,1.0
3720,Ganter-Gneis,2.0
3721,Ritter-Gneis,2.0
3722,Geisspfad-Serpentinit,1.0
3724,Holzerspitz-Kalkschiefer,2.0
3726,Rinderbach-Fm.,1.0
4327,Undifferenzierte lithologische Einheit: Quarzit,4.0
4328,Undifferenzierte lithologische Einheit: Fuchsit-Zoisitschiefer,4.0
4329,Undifferenzierte lithologische Einheit: Konglomerat,4.0
4207,Undifferenzierte lithologische Einheit: Glaukophanschiefer,4.0
4331,Bündnerschiefer,3.0
4332,Undifferenzierte lithologische Einheit: Augengneis,4.0
4363,Undifferenzierte lithologische Einheit: Granat-Glimmerschiefer,5.0
4365,Undifferenzierte lithologische Einheit: Albit-Muskowitschiefer,5.0
4366,Undifferenzierte lithologische Einheit: Gneis,4.0
4367,Undifferenzierte lithologische Einheit: Graphitschiefer,4.0
4370,Undifferenzierte lithologische Einheit: Glimmerschiefer,4.0
4338,Undifferenzierte lithologische Einheit: Garbenschiefer,4.0
4339,Undifferenzierte lithologische Einheit: Diorit,4.0
4340,Undifferenzierte lithologische Einheit: Gabbro,4.0
3727,Langenegg-Fm.,1.0
3728,Rombach-Fm.,1.0
3729,Roffna-Gneis,1.0
3730,Roffna-Gneis: Porphyrische Fazies,2.0
3731,Burgruinen-Gneis,1.0
3732,Taspegn-Gneis,2.0
3733,Aigremont-Brekzie,3.0
3734,Sulzgrabe-Fm.,1.0
3735,Brekzien-Decke: Rhät,2.0
3736,Klippen-Decke: Siderolithischer Dogger,2.0
3737,St-Triphon-Fm.: Andonces-Mb.: Silex-Niveau,4.0
3738,St-Triphon-Fm.: Andonces-Mb.: Mittlere Rauwacke,4.0
3739,Timun-Gneiskomplex,1.0
3740,Malenco-Serpentinit,2.0
3741,Forno-Amphibolit,2.0
3742,Muretto-Quarzit,1.0
3743,Biot-Fm.: Colerin-Konglomerat,2.0
3744,Pierre-Avoi-Melange: Brekzie,2.0
3745,Dréveneuse-Bauxit,3.0
3746,Barrhorn-Einheit: Metabauxit,3.0
3953,Terri-Schiefer,1.0
3954,Robiei-Wildflysch,1.0
3955,Robiei-Wildflysch: Pizzo-Castello-Wildflysch,2.0
3956,Robiei-Wildflysch: Tamier-Zött-Wildflysch,2.0
3957,Robiei-Wildflysch: Alpe-Tamia-Campo-Wildflysch,2.0
3958,Teggiolo-Kalkschiefer,1.0
3959,Teggiolo-Kalkschiefer: Medola-Quarzit,2.0
3960,Teggiolo-Kalkschiefer: Pianasciom-Kalkschiefer,2.0
3961,Teggiolo-Kalkschiefer: Piano-delle-Creste-Sandstein,2.0
3962,Antabia-Gr.,1.0
3963,Vanis-Fm.,2.0
3964,Sevinera-Marmor,2.0
3965,Sevinera-Sandstein,2.0
3966,Ri-d'Antabia-Konglomerat,2.0
3967,Lebendun-Komplex: Scisti bruni,2.0
3968,Lebendun-Komplex: Basaler Gneis,1.0
3969,Antigorio-Orthogneis,1.0
3970,"Falknis-, Sulzfluh- und Tasna-Decke: Couches Rouges",2.0
3971,Piz-Terri-Lunschania: Lagensandkalk,1.0
3972,Pierre-Avoi-Melange: Quarzschiefer-dominierte Fazies,2.0
3973,Pierre-Avoi-Melange: Konglomerat-dominierte Fazies,2.0
3974,Südegg-Komplex,1.0
3975,Punta-Rossa-Komplex,1.0
3976,Ferret-Schiefer,1.0
3977,Piz-Terri-Lunschania: Basale Tonschiefer,2.0
3978,Grava-Decke: Kalk- und Tonschiefer,1.0
3980,Piz-Terri-Lunschania: Konglomeratgneis,1.0
3981,Garzott-Brekzie,1.0
3982,Areua-Bruschghorn-Melange,1.0
3983,Grava-Decke: Albitquarzit,1.0
3984,Grava-Decke: Basale Tonschiefer,1.0
3985,Aul-Decke: Phengitgneis,1.0
4210,Haute-Pointe-Fm.,2.0
4211,Brasses-Fm.,2.0
1281,Calcare a bivalvi planctonici,1.0
1282,Rosso Ammonitico Lombardo,1.0
1283,Rosso Ammonitico Lombardo: Grenzposidonienschichten,2.0
1284,Morbio-Fm.,1.0
1285,Besazio-Kalk,1.0
1286,Moltrasio-Fm.,1.0
1287,Moltrasio-Fm.: Molino-Mb.,2.0
1288,Saltrio-Fm.,1.0
1289,Macchia Vecchia,1.0
1290,Broccatello d'Arzo,1.0
1291,Albenza-Fm.,1.0
1292,Zu-Kalk,1.0
1293,Tremona-Fm.,1.0
1294,Brecce Retiche,1.0
1295,Riva-di-Solto-Tonstein,1.0
1296,Dolomia Principale,1.0
1297,Pizzella-Mergel,1.0
1298,Cunardo-Fm.,1.0
1299,Meride-Fm.,1.0
1300,Meride-Fm.: Kalkschieferzone,2.0
1301,Meride-Fm.: Unterer Kalk: Cassina-Bk.,2.0
4575,Undifferenzierte lithologische Einheit: Orthogneis,4.0
4667,Undifferenzierte lithologische Einheit: Paragneis,4.0
4595,Undifferenzierte lithologische Einheit: Vulkanisches Gestein,3.0
4602,Undifferenzierte lithologische Einheit: Basalt,4.0
4578,Undifferenzierte stratigraphische Einheit: Karbon,4.0
4572,Undifferenzierte lithologische Einheit: Chloritschiefer,4.0
4598,Undifferenzierte lithologische Einheit: Phyllit,4.0
4600,Undifferenzierte lithologische Einheit: Quarzphyllit,4.0
4601,Bündnerschiefer: Kalkschiefer,4.0
4603,Bündnerschiefer: Tonschiefer,4.0
4590,Undifferenzierte lithologische Einheit: Migmatit,4.0
4599,Undifferenzierte lithologische Einheit: Tonalit,4.0
4581,Undifferenzierte lithologische Einheit: Syenit,4.0
4671,Undifferenzierte lithologische Einheit: Tektonit,4.0
4668,Undifferenzierte lithologische Einheit: Hornfels,4.0
4591,Undifferenzierte lithologische Einheit: Hornblendegneis,4.0
4212,Macugnaga-Augengneis,4.0
4213,Zone Houillère: Perm,1.0
4214,Zone Houillère: Perm: Quarzschiefer,2.0
4215,Ricard-Rhyolit,2.0
4216,Zone Houillère: Perm: Konglomerat,2.0
4217,Printse-Fm.: Sandig-schiefrige Fazies,2.0
4218,Printse-Fm.: Tonige Fazies,2.0
4219,Printse-Fm.: Chandoline-Sandstein,2.0
4220,Gälmji-Gneis,1.0
4221,Scherbadung-Gabbro,1.0
4222,Lacerandes-Augengneis,3.0
4223,Mont-Mort-Metapelit,3.0
4224,Pierre-Avoi-Melange: Schwarze Schiefer,2.0
4225,Ferret-Schiefer: La-Dotse-Albitkalk,2.0
4226,Ergischhorn-Komplex-Fm.: Ginals-Gneis,3.0
4227,Berisal-Gneiskomplex,2.0
4228,Berisal-Gneiskomplex: Augengneis,3.0
4229,Ruitor-Gneiskomplex,2.0
4230,Corno-Gneis,1.0
4231,Unterpenninikum: Trias: Quarzit,2.0
4232,Mittelpenninikum: Grundgebirge,1.0
4233,Mont-Brûlé-Quarzit,1.0
4234,Mont-Brûlé-Quarzit: Plan-Palasuit-Konglomerat,2.0
4235,Oberpenninikum: Metasedimente,1.0
4236,Tsaté-Decke: Metasedimente,2.0
4237,Tsaté-Decke: Marmor,3.0
4238,Tsaté-Decke: Radiolarit,3.0
4239,Zermatt-Saas-Decke: Metasedimente,2.0
4240,Oberpenninikum: Ophiolith,1.0
4241,Tsaté-Decke: Ophiolith,2.0
4242,Mont-des-Ritzes-Metabasalt,3.0
4243,Aiguilles-Rouges-d'Arolla-Metagabbro,3.0
4244,Torrembey-Brekzie,1.0
4245,Zermatt-Saas-Decke: Marmor,3.0
4246,Zermatt-Saas-Decke: Quarzit,3.0
4247,Riffelberg-Melange,3.0
4248,Zermatt-Saas-Decke: Schiefer,3.0
4249,Zermatt-Saas-Decke: Ophiolith,2.0
4250,Pfulwe-Metabasalt,3.0
4251,Antrona-Decke: Ophiolith,2.0
4252,Ergischhorn-Komplex-Fm.: Böshorn-Gneis,3.0
4253,Monte-Leone-Decke: Orthogneis,2.0
4254,Monte-Leone-Decke: Leukogneis,2.0
4255,Monte-Leone-Decke: Hyperaugengneis,2.0
4256,Monte-Leone-Decke: Paragneis,2.0
4257,Lebendun-Komplex: Arkose,2.0
4258,Lebendun-Komplex: Konglomerat,2.0
4259,Ruginenta-Decke: Sedimentbedeckung,1.0
4260,Ruginenta-Decke: Grundgebirge,2.0
4261,Ruginenta-Decke: Glimmerschiefer,3.0
4262,Ruginenta-Decke: Paragneis,3.0
4263,Preja-Fm.,2.0
4264,Cavalli-Fm.,2.0
4265,Monte-Rosa-Decke: Sedimentbedeckung,1.0
1302,Meride-Fm.: Unterer Kalk: Cava Superiore,2.0
1303,Meride-Fm.: Unterer Kalk: Cava Inferiore,2.0
1304,San-Giorgio-Dolomit,1.0
1305,San-Giorgio-Dolomit: Val-Serrata-Tuffite,2.0
1306,Besano-Fm.,1.0
1307,San-Salvatore-Dolomit,1.0
1308,Bellano-Fm.,1.0
1309,Servino,1.0
1310,Verrucano Lombardo,1.0
1311,Morcote-Vulkanite,1.0
1312,Morcote-Vulkanite: Granophyr,2.0
1313,Morcote-Vulkanite: Andesit und Dazit,2.0
1314,Morcote-Vulkanite: Basalt,2.0
1315,Morcote-Vulkanite: Basaler Tuf,2.0
1316,Manno-Fm.,1.0
3762,Südalpin: Paläogen-Neogen,1.0
3763,Südalpin: Kreide,1.0
3764,Südalpin: Radiolarit-Aptychenkalk,1.0
3765,Südalpin: Dogger,1.0
3766,Südalpin: Lias,1.0
3767,Südalpin: Trias,1.0
4582,Undifferenzierte lithologische Einheit: Biotit-Plagioklasgneis,4.0
4649,Undifferenzierte lithologische Einheit: Bändergneis,4.0
4655,Undifferenzierte lithologische Einheit: Zweiglimmergneis,4.0
4594,Undifferenzierte lithologische Einheit: Phyllitgneis,4.0
4650,Undifferenzierte lithologische Einheit: Peridotit,5.0
4651,Undifferenzierte lithologische Einheit: Bänder- und Schollenamphibolit,5.0
4669,Undifferenzierte lithologische Einheit: Granatamphibolit,5.0
4653,Undifferenzierte lithologische Einheit: Diabasgang,4.0
4654,Undifferenzierte stratigraphische Einheit: Perm,4.0
4672,Undifferenzierte lithologische Einheit: Kalkmarmor,5.0
4657,Undifferenzierte stratigraphische Einheit: Permo-Karbon,4.0
4658,Undifferenzierte lithologische Einheit: Kalkschiefer,4.0
4659,Undifferenzierte lithologische Einheit: Sandstein,4.0
4660,Undifferenzierte lithologische Einheit: Tonschiefer,4.0
4266,Mezzalama-Granit,3.0
4267,Monte-Rosa-Orthogneis: Grobkörnige Fazies,4.0
4268,Rottal-Migmatit,4.0
4269,Monte-Rosa-Orthogneis: Mylonitische Fazies,4.0
4270,Monte-Rosa-Decke: Paragneis,3.0
4271,Monte-Rosa-Decke: Biotitgneis,4.0
4272,Monte-Rosa-Decke: Bändergneis,4.0
4273,Monte-Rosa-Decke: Glimmerschiefer,4.0
4274,Portjengrat-Decke: Sedimentbedeckung,1.0
4276,Portjengrat-Orthogneis,3.0
4277,Saas-Fee-Augengneis,3.0
4278,Almagelhorn-Migmatit,3.0
4279,Weissmies-Paragneis,3.0
4280,Monte-Rosa-Orthogneis: Mittelkörnige Fazies,4.0
4281,Stellihorn-Mylonit,2.0
4282,Pizzo-del-Vallone-Decke: Kalkschiefer,2.0
4283,Unterpenninikum: Dogger,1.0
4284,Unterpenninikum: Lias,1.0
4285,Unterpenninikum: Trias: Dolomit,2.0
4286,Valgrande-Paragneis,1.0
4287,Mittelpenninikum: Variszische Intrusiva,2.0
4288,Mittelpenninikum: Prävariszisches Grundgebirge,2.0
4289,Moncucco-Peridotit,2.0
4290,Adlerflüe-Fm.: Albitaugenschiefer,4.0
4291,Adlerflüe-Fm.: Bänderamphibolit,4.0
4292,Adlerflüe-Fm.: Minugrat-Eklogit,5.0
4293,Ergischhorn-Komplex: Amphibolit,4.0
4294,Distulberg-Fm.: Grüngesteine,4.0
4295,Métailler-Fm.: Prasinit,4.0
4296,Métailler-Fm.: Ultramafisches Gestein,4.0
4297,Randa-Augengneis: Oberems-Albitgneis,3.0
4298,Maggia-Decke: Permo-Karbon,1.0
4299,Maggia-Decke: Quarz-Glimmerschiefer,2.0
4300,Maggia-Decke: Muskovit-Graphitschiefer,2.0
4301,Maggia-Decke: Variszische Intrusive,1.0
4302,Maggia-Decke: Prävariszisches Grundgebirge,1.0
4303,Maggia-Decke: Paragneis,2.0
4304,Maggia-Decke: Bändergneis,2.0
4305,Maggia-Decke: Augengneis,2.0
4306,Alpigia-Gneis,2.0
4307,Gresso-Someo-Zone,1.0
4308,Pertusio-Zone,1.0
4309,Passo-di-Cristallina-Zone,1.0
4310,Lago-Scuro-Fm.,2.0
4311,Val-Sabbia-Fm.,2.0
4312,Massari-Fm.,2.0
4313,Naret-Fm.,2.0
4314,Breithorn-Serpentinit,3.0
4368,Loranco-Amphibolit,3.0
4369,Andolla-Eklogit,3.0
4604,Roz-Schiefer,1.0
4605,Ramosch-Zone: Ophiolith,1.0
4606,Arosa-Decke: Metasedimente,2.0
4607,Totalp-Serpentinit,3.0
3768,Südalpin: Permo-Karbon,1.0
3769,Südalpin: Grundgebirge,1.0
3770,Südalpin: Variszische Intrusiva,2.0
3771,San-Bernardo-Gneis,3.0
3772,Südalpin: Prävariszische Metasedimente,2.0
3773,Stabbiello-Gneis,3.0
3774,Giumello-Gneis,3.0
3775,Ceneri-Gneis,3.0
3776,Südalpin: Proterozoische und paläozoische mafische und ultramafische Gesteine,2.0
3777,Mont-Morion-Granit,3.0
3778,Pointe-d'Otemma-Granodiorit,3.0
3779,Bouquetins-Quarzdiorit,3.0
3780,Tête-de-Valpelline-Phyllit,2.0
3781,Arolla-Einheit: Série rubanée,2.0
3782,Sassa-Metagabbro,3.0
3783,Maia-Metagabbro,1.0
3784,Losone-Schiefer,1.0
3785,Pizzo-Leone-Gneis,4.0
3786,Fornale-Gabbro,4.0
3787,Matterhorn-Gabbro,2.0
3788,Berrio-Gabbro,3.0
4661,Undifferenzierte lithologische Einheit: Radiolarit,4.0
4662,Undifferenzierte lithologische Einheit: Kalkstein,4.0
4663,Undifferenzierte lithologische Einheit: Konglomeratgneis,4.0
4664,Undifferenzierte stratigraphische Einheit: Prävariszisches polyzyklisches Grundgebirge,3.0
4665,Undifferenzierte lithologische Einheit: Schiefer,4.0
4666,Undifferenzierte lithologische Einheit: Aplitgneis,4.0
4874,Undifferenzierte lithologische Einheit: Süsswasserkalk,3.0
5167,Undifferenzierte stratigraphische Einheit: Tektonisches Melange,3.0
5489,Undifferenzierte stratigraphische Einheit: Flysch,3.0
6454,Undifferenzierte lithologische Einheit: Aptychenkalk,1.0
6455,Undifferenzierte lithologische Einheit: Quarzsandstein,1.0
7409,Undifferenzierte lithologische Einheit: Mergelstein,4.0
8088,Undifferenzierte lithologische Einheit: Basisches Gestein,1.0
4608,Maran-Brekzie,4.0
4609,Tumpriv-Fm.: Solis-Kalk,2.0
4610,Platta-Decke: Metasedimente,2.0
4611,Flix-Sch.,3.0
4612,Platta-Decke: Calpionellenkalk,3.0
4613,Falotta-Radiolarit,3.0
4614,Platta-Decke: Ophiolith,2.0
4615,Vignun-Gneis,1.0
4616,Avers-Decke: Metasedimente,2.0
4617,Avers-Decke: Ophiolith,2.0
4618,Tasna-Decke: Couches Rouges,2.0
4619,Tasna-Decke: Tristel-Fm.: Minschun-Brekzie,2.0
4620,Tasna-Decke: Prävariszisches Grundgebrige,1.0
4621,Piz-del-Palo-Gneis,1.0
4622,Truzzo-Granit,1.0
4623,Rebi-Gneis,1.0
4624,Brione-Gabbro,1.0
4625,Gruf-Migmatit,1.0
4626,Adula-Decke: Basaler Gneis,1.0
4627,Val-Chironico-Gneis,1.0
4628,Ganna-Gneis,1.0
4629,Adula-Decke: Albit-Oligoklasgneis,1.0
4630,Sivigia-Gneis,2.0
4631,Aula-Spruga-Gneiskomplex,1.0
4592,Lizun-Grünschiefer,2.0
4593,Rossi-Fm.,2.0
4634,Bosco-Gneis,1.0
4635,Batnall-Gneis,2.0
4871,Seron-Fm.: Sandig-kalkige Fazies,3.0
4872,Seron-Fm.: Konglomerat-dominierte Fazies,3.0
4873,Frutigen-Fm.: Konglomerat-dominierte Fazies,3.0
4875,Frutigen-Fm.: Schiefrige Fazies,3.0
5161,Zone Submédiane: Gips,2.0
5162,Zentralschweizerische Klippen: Keuper,2.0
5163,Zwischenmythen-Mergel,3.0
5164,Arosa-Decke: Cenomanbrekzien-Serie,1.0
5165,Arosa-Decke: Bettlerjoch-Brekzie,1.0
5166,Arosa-Decke: Bargella-Brekzie,1.0
5845,Adula-Decke: Kalkschiefer und Marmor,1.0
5846,Salahorn-Fm.: Metaplutonit,1.0
5847,Salahorn-Fm.: Paragneis,1.0
5848,Adula-Decke: Ultramafisches Gestein,1.0
6121,Cima-Lunga-Decke: Kalkschiefer und Marmor,1.0
6122,Cima-Lunga-Decke: Dolomitmarmor,1.0
6123,Cima-Lunga-Decke: Paragneis,1.0
6124,Vacarisc-Gneis,1.0
6125,Rognoi-Gneis,1.0
6126,Cima-Lunga-Decke: Granatit,1.0
6127,Cima-Lunga-Decke: Amphibolit,1.0
6128,Cima-Lunga-Decke: Eklogit,1.0
6129,Cima-Lunga-Decke: Ultramafisches Gestein,1.0
6130,Personico-Gneis,1.0
6131,Leventina-Gneis: Oberer Teil,3.0
6132,Leventina-Gneis: Unterer Teil,3.0
6133,Leventina-Decke: Kalksilikatfels,1.0
3789,Grand-Dolin-Brekzie,2.0
3986,Meride-Fm.: Oberer Kalk,5.0
3987,Meride-Fm.: Unterer Kalk,5.0
3988,Meride-Fm.: Dolomit-Band,5.0
4341,Dent-Blanche-Decke: Lias: Kalkstein,2.0
4342,Dent-Blanche-Decke: Trias: Dolomit,2.0
4343,Dent-Blanche-Decke: Trias: Rauwacke,2.0
4344,Dent-Blanche-Decke: Trias: Quarzit,2.0
4345,Arolla-Orthogneis: Leukokrater Gneis,4.0
4346,Arolla-Orthogneis: Augengneis,4.0
4347,Arolla-Orthogneis: Mylonit,4.0
4348,Arolla-Einheit: Série rubanée: Mylonit,2.0
4349,Arolla-Einheit: Série rubanée: Mikroaugengneis,2.0
4350,Arolla-Orthogneis: Granitoid,2.0
4351,Arolla-Einheit: Basisches Gestein,2.0
4352,Arolla-Einheit: Basisches Gestein: Mylonitisch,3.0
4353,Arolla-Einheit: Prasinit,3.0
4354,Arolla-Einheit: Hornblendegabbro,3.0
6134,Leventina-Decke: Leukogneis,1.0
6135,Leventina-Decke: Paragneis,1.0
6136,Leventina-Decke: Amphibolit,1.0
6137,Maggia-Decke: Amphibolit,1.0
6138,Simano-Decke: Kalkmarmor,1.0
6139,Simano-Decke: Dolomitmarmor,1.0
6140,Simano-Decke: Paragneis,1.0
6141,Renten-Gneis,1.0
6142,Legiuna-Gneis,1.0
6143,Simano-Decke: Amphibolit,1.0
6144,Simano-Decke: Ultramafisches Gestein,1.0
6145,Alpbach-Schiefer,1.0
6146,Arosa-Decke: Gabbro,3.0
6147,Zentralschweizerische Klippen: Flysch,1.0
6148,Zentralschweizerische Klippen: Couches-Rouges,2.0
6149,Wägital-Flysch: Oberer Teil (Paläogen),2.0
6150,Wägital-Flysch: Unterer Teil (Kreide),2.0
6151,Wägital-Flysch: Basaler tektonisierter Teil,2.0
6457,Gibel- und Griggeli-Fm.,2.0
6458,Mittelpenninikum: Trias: Dolomit,2.0
6459,Mittelpenninikum: Trias: Dolomit und Kalk,2.0
6460,Mittelpenninikum: Trias: Dolomit und Rauwacke,2.0
6461,Mittelpenninikum: Trias: Rauwacke,2.0
6462,Mittelpenninikum: Trias: Gipsmergel und Sandstein,2.0
6463,Schlieren-Sandstein: Im Paläogen tektonisch überprägt,3.0
6464,Leimern-Sch.,1.0
6465,Mittelpenninikum: Trias: Rauwacke und Sandstein,2.0
6466,Guber- Schoni- und Schlieren-Sandstein,2.0
6467,Zentralschweizerische Klippen: Mittellias,2.0
7121,Nolla-Tonschiefer: Quarzsandstein,3.0
7115,Bärenhorn-Fm.: Quarzsandstein,3.0
7117,Grava-Decke: Kalkschiefer,1.0
7092,Grava-Decke: Tonschiefer,1.0
7110,Grava-Decke: Trias,1.0
7401,Soladier- und Verdy-Mb.,3.0
7402,Col-de-Tompey- und Bois-de-Luan-Mb.,2.0
7403,Heiti- und Rossinière-Fm.,2.0
7404,Coulaytes-Melange und Cuvigne-Derrey-Fm.,1.0
7405,Langel- und Col-de-Cordon-Mb.,1.0
7406,Grande-Bonavau-Fm. und Fm. spathique,2.0
7407,Col-de-Tompey- und Agreblierai-Mb.,2.0
7408,Chavanette- und Rubli-Mb.,3.0
7721,Barrhorn-Einheit: Flysch,2.0
7722,Barrhorn-Einheit: Couches-Rouges,2.0
7723,Barrhorn-Einheit: Malm,2.0
7724,Barrhorn-Einheit: Dogger,2.0
7725,St-Triphon- und Wiriehorn-Fm.,2.0
7726,Printse-Fm.,1.0
7727,Métailler-Fm.: Louvie-Gabbro,4.0
7728,Distulberg-Fm.: Graphitschiefer,4.0
7729,Lirec-Fm.: Amphibolit,4.0
4355,Arolla-Einheit: Ultramafisches Gestein,3.0
4356,Arolla-Einheit: Paragneis,2.0
4357,Arolla-Einheit: Glimmerschiefer,2.0
4358,Valpelline-Einheit: Mylonit,2.0
4359,Valpelline-Einheit: Amphibolit,2.0
4360,Valpelline-Einheit: Marmor,2.0
4361,Valpelline-Einheit: Migmatit,2.0
4362,Roisan-Cignana-Zone: Marmor,2.0
4524,Musella-Granit,3.0
4525,Sella-Granodiorit,3.0
4652,Marinelli-Fm.,3.0
4670,Margna- und Sella-Decke: Grundgebirge,1.0
4567,Margna- und Sella-Decke: Variszische Intrusiva,2.0
4568,Margna- und Sella-Decke: Prävariszisches Grundgebirge,2.0
4570,"Margna-Decke: Metaarkose, Orthogneise",3.0
4571,Sesia-Decke: Orthogneis,1.0
4573,Sesia-Decke: Micascisti Eclogitici,1.0
4574,Finero-Peridotit,4.0
4576,Ivrea Mafischer Komplex,3.0
4579,Sesia-Decke: Zona Dioritico-Kinzigitica,3.0
7730,Ergischhorn-Komplex: Brändjispitz-Gabbro,4.0
7731,Ergischhorn-Komplex: Eklogit,4.0
7732,Südegg-Komplex: Prasinit,2.0
7733,Südegg-Komplex: Talk-Chloritschiefer,2.0
7750,Gurnigel-Decke: Flysch-3,2.0
7735,Gurnigel-Decke: Flysch-2,2.0
7736,Hellstätt-Fm. und Flysch 2a,2.0
8106,"Aroley-, Marmontains- und St-Chritophe-Fm.",1.0
8107,Südegg-Komplex: Schwarzer Schiefer,2.0
8108,Südegg-Komplex: Serpentinit,2.0
8109,Südegg-Komplex: Albitgneis,2.0
8110,Südegg-Komplex: Marmor,2.0
8111,Südegg-Komplex: Brekzie,2.0
8112,Südegg-Komplex: Gips,2.0
8113,Monte-Leone-Decke: Sedimentbedeckung,1.0
8078,Monte-Leone-Decke: Dogger-Malm,2.0
8079,Monte-Leone-Decke: Dogger-Malm: Glimmerschiefer,3.0
8080,Monte-Leone-Decke: Dogger-Malm: Marmor,3.0
8081,Monte-Leone-Decke: Dogger: Konglomerat,3.0
8084,Monte-Leone-Decke: Lias,2.0
8086,Monte-Leone-Decke: Lias: Sandstein,3.0
8087,Monte-Leone-Decke: Lias: Konglomerat,3.0
8090,Monte-Leone-Decke: Trias,2.0
8092,Monte-Leone-Decke: Quarzitische Trias,3.0
8095,Pizzo-del-Vallone-Decke: Sedimentbedeckung,1.0
8096,Pizzo-del-Vallone-Decke: Dogger-Malm,2.0
8097,Pizzo-del-Vallone-Decke: Dogger-Malm: Marmor,3.0
8100,Pizzo-del-Vallone-Decke: Dogger-Malm: Glimmerschiefer,3.0
8101,Pizzo-del-Vallone-Decke: Dogger-Malm: Vulkanit,3.0
8105,Pizzo-del-Vallone-Decke: Lias,2.0
8276,Pizzo-del-Vallone-Decke: Trias,2.0
8272,Mont-Fort-Decke: Sedimentbedeckung,1.0
8063,Mont-Fort-Decke: Trias,2.0
8073,Mont-Fort-Decke: Trias: Rauwacke,3.0
8284,Métailler-Fm.: Quarzit,4.0
8046,Métailler-Fm.: Glimmerschiefer,4.0
8051,Métailler-Fm.: Chloritoid-Glimmerschiefer,4.0
8058,Distulberg-Fm.: Schiefer,4.0
8280,Distulberg-Fm.: Albitgneis,4.0
8068,Barrhorn-Einheit: Trias,2.0
8072,Siviez-Mischabel-Decke: Aplit,1.0
8076,Siviez-Mischabel-Decke: Pegmatit,1.0
8056,Lirec-Fm.: Leukokrater Mikroklingneis,4.0
8286,Adlerflüe-Fm.: Leukokrater Gneiss,4.0
8085,Ergischhorn-Komplex: Leukokrater aplitischer Gneis,4.0
8098,Stalden-Gneiskomplex,1.0
8070,Stalden-Gneiskomplex: Ahorn-Augengneis,2.0
8266,Stalden-Gneiskomplex: Amphibolit,2.0
8268,Printse-Fm.: Konglomerat,2.0
8060,Printse-Fm.: Graphitschiefer,2.0
4583,Südalpin: Prävariszischer Orthogneis,2.0
4585,Pontida-Fm.,3.0
8102,Arolla-Einheit: Metagranit,2.0
8103,Arolla-Einheit: Leukokrater Granitgneis,2.0
1317,Periadriatische Vulkanite,1.0
1318,Novate-Intrusiva,1.0
1319,Bergell-Intrusiva,1.0
1320,Adamello-Intrusiva,1.0
3790,Melirolo-Augengneis,3.0
3791,Bergell-Intrusiva: Granodioritische Fazies,2.0
3792,Bergell-Intrusiva: Tonalitische Fazies,2.0
3793,Monte-Bassetta-Quarzdiorit,3.0
3794,Sorico-Tonalit,3.0
3795,Jorio-Tonalit,3.0
3796,Val-Masino-Granodiorit,3.0
3797,Alpe-Cameraccio-Granodiorit,2.0
3798,Monte-Rosso-Mikrogranit,2.0
3799,Zocca-Aplit,2.0
3800,San-Fedelino-Granit,2.0
3801,Undifferenzierte Einheit,1.0
8271,Portjengrat-Decke: Kalzitmarmor,1.0
8283,Portjengrat-Decke: Dolomitmarmor,1.0
8045,Portjengrat-Decke: Arkose,1.0
8050,Portjengrat-Decke: Grundgebirge,1.0
8057,"Gornergrat-Decke: Kalkschiefer, sandiger Marmor, Brekzie",1.0
8062,Gornergrat-Decke: Trias,1.0
8067,Gornergrat-Decke: Phengit-Albitgneis,1.0
8071,Gornergrat-Decke: Basisches Ganggestein,1.0
8075,Gornergrat-Decke: Granat-Muskovit-Schiefer,1.0
8083,Frilihorn-Decke: Trias,1.0
8094,Frilihorn-Decke: Trias: Rauwacke,2.0
8104,Garda-Bordon-Fm.: Série feuilletée,4.0
8290,Garda-Bordon-Fm.: Quarzschiefer,4.0
8069,Serra-Neire-Serpentinit,3.0
8274,Zermatt-Saas-Decke: Eklogit,3.0
8066,Zermatt-Saas-Decke: Metapyroxenit,3.0
8059,Zermatt-Saas-Decke: Metagabbro,3.0
8089,Zermatt-Saas-Decke: Rodingit,3.0
8064,Zermatt-Saas-Decke: Talkschiefer,3.0
8043,Lengenbach-Dolomitmarmor,3.0
1166,God-Drosa-Flysch,1.0
1167,Chanèls-Fm.,1.0
1168,Lech-Fm.,1.0
1169,Emmat-Fm.,1.0
1170,Russenna-Fm.,1.0
1171,Ammergau-Fm.,1.0
1172,Blais-Fm.,1.0
1173,Blais-Fm.: Plattas-Mb.,2.0
1174,Ruhpolding-Fm.,1.0
